i	j	len_i	len_j	identity
23423	4672	665	837	0.3709677419354839
27179	25075	412	1317	0.20588235294117646
23127	16734	474	372	0.5
21305	6980	487	356	0.30952380952380953
10086	11476	1934	515	0.25196850393700787
16822	19827	1460	536	0.3488372093023256
17040	4503	550	1248	0.38461538461538464
33573	30953	797	323	0.2857142857142857
19405	323	1211	338	0.2692307692307692
9418	13219	510	508	0.3125
13211	34687	1508	675	0.3333333333333333
26642	35023	1268	674	0.391304347826087
27905	1113	435	255	0.4090909090909091
33591	15294	265	232	0.38095238095238093
20858	30798	576	271	0.2564102564102564
2745	4163	462	315	0.24074074074074073
29663	1302	277	449	0.5
16066	26752	394	1529	0.28888888888888886
12713	2987	1329	509	0.2261904761904762
19549	17549	560	556	0.2903225806451613
10084	13904	1544	292	0.20915032679738563
33599	26949	486	562	0.36585365853658536
3982	11361	238	1484	0.45454545454545453
2963	21809	423	257	0.28205128205128205
3179	35040	873	723	0.36363636363636365
14636	1992	505	345	0.28125
18217	4532	476	487	0.2620967741935484
13932	17636	310	231	0.375
794	28394	512	349	0.29545454545454547
4339	31170	260	503	0.25925925925925924
31771	31914	528	229	0.2894736842105263
8842	17874	263	545	0.3548387096774194
22061	10017	1461	873	0.2535211267605634
17611	7177	186	1267	0.5
13745	23761	332	375	0.625
25509	17714	251	192	0.2857142857142857
34513	863	561	320	0.24324324324324326
19583	20825	1268	1252	0.24517684887459806
2768	30411	547	343	0.32653061224489793
13411	23195	550	574	0.3235294117647059
24749	32253	515	710	0.5454545454545454
19605	33386	344	533	0.4146341463414634
928	21093	1776	536	0.6180422264875239
32654	14599	588	223	0.28
16463	1234	365	252	0.2692307692307692
22071	2959	317	330	0.5
9198	28324	543	528	0.375
71	11048	1763	536	0.24390243902439024
16447	17712	165	521	0.4
9642	2902	523	411	0.41379310344827586
15287	5899	192	570	0.6666666666666666
23184	34763	289	467	0.3333333333333333
9169	21766	500	466	0.8167420814479638
34117	18374	1206	327	0.2716049382716049
1150	30713	445	388	0.5
12531	20458	448	420	0.3076923076923077
10064	2678	677	491	0.25
14900	6315	192	381	0.2033898305084746
28837	30135	550	516	0.18243243243243243
30878	18723	293	254	0.23952095808383234
34903	28625	935	509	0.3148148148148148
30164	23761	930	375	0.2857142857142857
23940	7450	396	347	0.39338235294117646
20235	4370	497	1340	0.35185185185185186
33651	27876	782	410	0.4666666666666667
17518	34254	507	141	0.47058823529411764
10418	13203	249	188	0.3076923076923077
242	32824	546	516	0.23684210526315788
34208	8463	622	1242	0.3793103448275862
20971	34078	545	273	0.4090909090909091
25980	33705	255	1020	0.23684210526315788
18117	6948	451	557	0.38461538461538464
27543	10431	317	395	0.2972972972972973
16036	14403	525	521	0.2786885245901639
11030	28138	497	609	0.36363636363636365
2040	23631	646	1212	0.24489795918367346
24690	18346	1277	567	0.27419354838709675
10862	30097	1327	1642	0.28957528957528955
27524	31494	1264	518	0.22916666666666666
19171	33839	1311	772	0.4074074074074074
13748	6465	504	1319	0.2717391304347826
29062	12613	655	475	0.25882352941176473
163	25162	688	298	0.24528301886792453
26401	11914	441	1481	0.3170731707317073
14000	5665	448	333	0.3333333333333333
24348	6047	438	570	0.35
34709	5919	231	222	0.5333333333333333
30719	32810	485	871	0.2857142857142857
9802	19326	407	1264	0.3235294117647059
9612	25000	455	424	0.5574229691876751
23711	22274	437	1309	0.36666666666666664
20474	27152	1542	443	0.1951219512195122
1533	27551	261	924	0.25
10011	15438	1294	192	0.5
8750	30157	843	383	0.2413793103448276
9464	14422	794	194	0.24444444444444444
31048	7801	546	621	0.34782608695652173
29511	32937	260	369	0.4
1767	9928	394	1324	0.3225806451612903
11223	14942	551	293	0.23148148148148148
30901	3710	645	404	0.2972972972972973
2353	28076	483	1356	0.35
20732	17873	537	1333	0.38461538461538464
29361	3645	444	312	0.3
18387	30540	736	512	0.34146341463414637
29270	21165	472	469	0.42857142857142855
17005	4626	542	510	0.37037037037037035
29174	27572	260	475	0.3283582089552239
32532	20575	449	422	0.26136363636363635
20570	13272	475	299	0.25
34395	5072	907	412	0.37209302325581395
2607	29650	596	535	0.32666666666666666
13771	30328	192	412	0.375
33697	4345	1045	1304	0.3448275862068966
23117	4246	388	261	0.24175824175824176
20998	32382	328	670	0.5625
3806	19824	230	1078	0.275
24221	33418	530	1434	0.5
25598	10986	662	491	0.2777777777777778
26541	13768	419	1514	0.3
33130	17273	354	255	0.28125
33536	29051	178	540	1.0
26936	13458	872	454	0.5739514348785872
34414	1497	1412	999	0.42105263157894735
10194	1107	343	1518	0.6666666666666666
31390	26122	381	919	0.625
5195	9891	1305	802	0.26785714285714285
15584	26158	455	552	0.2222222222222222
7128	11823	413	1252	0.28
7504	1825	485	345	0.2682926829268293
21871	5781	443	397	0.2682926829268293
6538	10137	465	516	0.3891213389121339
34274	25360	178	645	0.2549019607843137
6441	33472	1521	797	0.24761904761904763
8769	1740	930	484	0.34375
32011	461	542	405	0.5625
26331	25429	259	538	0.38095238095238093
2401	7760	503	412	0.3055555555555556
3085	29798	494	538	0.3076923076923077
8647	14381	1275	409	0.3191489361702128
31525	9616	490	346	0.37037037037037035
9435	25403	1503	506	0.2972972972972973
15136	14673	1333	1508	0.3749072011878248
18015	33513	409	598	0.2558139534883721
28616	19909	486	276	0.3333333333333333
29761	3029	548	1041	0.37037037037037035
15899	20721	223	688	0.297029702970297
2899	27572	464	475	0.2962962962962963
32167	21489	370	364	0.3741496598639456
30162	33491	896	265	0.26666666666666666
27116	33984	1338	788	0.25
14764	12517	556	1508	0.28
22172	23220	484	487	0.27586206896551724
29235	869	220	469	0.288135593220339
31905	28983	256	1085	0.21212121212121213
15474	6655	556	294	0.30434782608695654
11194	14288	473	293	0.2903225806451613
6563	21161	1304	723	0.24528301886792453
21579	22299	498	1291	0.2875
2798	20859	909	414	0.3333333333333333
28834	2145	585	888	0.2459016393442623
23427	8321	547	471	0.4583333333333333
6135	34393	404	555	0.4
31355	14591	514	528	0.3333333333333333
33854	17946	481	505	0.27419354838709675
18360	17262	393	1100	0.3448275862068966
2930	20393	319	366	0.3125
24093	33364	497	1023	0.38461538461538464
13712	6859	326	547	0.5
5003	20405	549	277	0.2857142857142857
4187	20222	520	1330	0.25925925925925924
31679	3368	323	261	0.2413793103448276
6711	9986	534	261	0.34615384615384615
14864	21148	622	276	0.30434782608695654
3225	13005	521	541	0.4666666666666667
26253	35111	315	645	0.26666666666666666
29095	7460	509	260	0.2857142857142857
21253	25791	1509	520	0.3333333333333333
34984	4892	555	268	0.2608695652173913
2455	28698	1496	332	0.35714285714285715
29513	29255	493	377	0.2
3502	9314	1300	1276	0.6859706362153344
15212	19828	540	340	0.20967741935483872
17498	23406	458	271	0.3170731707317073
27941	33579	569	791	0.23076923076923078
19131	17262	496	1100	0.3023255813953488
27001	31000	343	495	0.2463768115942029
19231	1621	564	255	0.2127659574468085
15197	27738	1505	298	0.3125
28001	19540	227	1257	0.2692307692307692
1418	4351	379	501	0.23529411764705882
28311	14282	495	647	0.30434782608695654
8828	20925	370	502	0.45144356955380577
31441	14328	312	628	0.2558139534883721
32676	33163	484	781	0.35714285714285715
13651	7800	458	1214	0.21052631578947367
23269	32651	289	293	0.2949640287769784
23989	29688	637	255	0.4444444444444444
10496	9653	470	286	0.32142857142857145
28782	15304	552	394	0.47368421052631576
6845	33360	277	178	0.2692307692307692
25788	13656	256	226	0.3076923076923077
2473	8959	260	495	0.4117647058823529
5814	21720	1323	1531	0.36927621861152143
24136	19942	394	516	0.2047244094488189
10726	14861	513	424	0.24183006535947713
14853	11472	483	413	0.3584905660377358
19666	5929	1321	881	0.2736842105263158
24635	24434	293	424	0.2962962962962963
4520	22738	409	301	0.3469387755102041
16665	16216	525	232	0.13043478260869565
28367	25497	306	505	0.28846153846153844
1570	30576	495	469	0.175
13585	19653	452	1247	0.2727272727272727
19112	25185	1198	579	0.28846153846153844
30863	16685	569	266	0.26666666666666666
25478	11579	451	627	0.35714285714285715
8017	22634	516	309	0.42105263157894735
23379	18575	235	509	0.3
5395	31919	508	575	0.7755102040816326
17546	7530	292	1479	0.2545454545454545
27832	4170	503	298	0.4375
28963	192	519	261	0.35135135135135137
22064	860	366	1278	0.7777777777777778
10588	10851	885	542	0.75
5041	33660	415	780	0.2653061224489796
6163	26508	360	509	0.23255813953488372
4705	18787	585	435	0.391304347826087
6480	14937	1277	453	0.3
19651	17921	1270	853	0.22666666666666666
31425	25336	356	223	0.3181818181818182
3838	16721	545	571	0.34615384615384615
13329	31906	292	471	0.2857142857142857
29474	18861	506	293	0.23943661971830985
1692	8418	255	553	0.46153846153846156
8216	26546	281	356	0.37037037037037035
18914	15818	736	376	0.25925925925925924
13191	1879	332	293	0.24691358024691357
9932	27836	548	221	0.2542372881355932
22798	1937	345	490	0.2857142857142857
25196	12266	491	356	0.248
7639	12360	411	212	0.2602739726027397
27237	24714	498	341	0.288135593220339
29649	30125	391	832	0.33962264150943394
8068	24743	365	1021	0.3103448275862069
27229	27122	260	346	0.41379310344827586
28541	5109	404	503	0.30158730158730157
98	9145	255	440	0.5
20542	25831	1289	544	0.20652173913043478
15762	18211	505	232	0.288135593220339
11396	2101	520	524	0.21052631578947367
8809	8388	1217	408	0.39285714285714285
8758	14429	342	269	0.3888888888888889
17607	2596	1298	492	0.25
4742	13681	516	858	0.2153846153846154
28686	27746	544	1360	0.3108108108108108
14464	27589	406	599	0.4666666666666667
31996	23467	362	225	0.24242424242424243
1058	6146	736	499	0.2702702702702703
31087	29644	341	286	0.3333333333333333
4729	21456	373	336	0.24489795918367346
9812	19951	1222	379	0.26153846153846155
18093	26450	192	943	0.34210526315789475
7883	17979	846	226	0.4117647058823529
19252	1763	348	503	0.5384615384615384
10761	13847	396	471	0.5555555555555556
16076	22967	1287	554	0.5
4106	30010	512	1488	0.34615384615384615
19925	25916	894	520	0.234375
23625	28461	517	258	0.4
20130	9182	313	332	0.5856697819314641
24700	3443	373	471	0.2631578947368421
7211	25148	465	451	0.42857142857142855
16143	32087	366	543	0.36363636363636365
8404	24878	554	854	0.22077922077922077
14298	4357	403	498	0.35714285714285715
23376	24994	959	510	0.35
21945	23331	462	1478	0.32142857142857145
10351	11973	466	569	0.25862068965517243
31848	28748	509	512	0.25925925925925924
24617	17216	1475	930	0.3333333333333333
6073	19571	773	1319	0.36585365853658536
2947	1725	907	1329	0.23853211009174313
14177	21192	362	488	0.47058823529411764
162	11724	666	220	0.5
21923	22496	556	293	0.18181818181818182
4164	13650	536	1511	0.3018867924528302
17765	18910	332	440	0.5
16765	26170	507	538	0.18446601941747573
31530	9219	546	498	0.3170731707317073
11833	34959	517	343	0.38461538461538464
14987	52	290	763	0.2545454545454545
19706	30724	856	548	0.28888888888888886
15807	15297	506	165	0.2545454545454545
4332	16560	569	1281	0.22556390977443608
23671	18087	1472	454	0.2037037037037037
24770	5484	1316	569	0.3137254901960784
24496	31601	267	507	0.22857142857142856
19163	12974	597	627	0.6939799331103679
9752	23435	509	524	0.391304347826087
6081	7501	259	522	0.4117647058823529
17086	30014	1224	292	0.3157894736842105
34470	33885	503	352	0.3076923076923077
30576	20762	469	1206	0.25316455696202533
14002	4163	506	315	0.375
8782	529	665	304	0.3225806451612903
18973	915	540	515	0.24615384615384617
21117	18704	590	643	0.2553191489361702
15981	28889	194	294	0.2962962962962963
32476	28537	330	761	0.35294117647058826
27847	6210	891	462	0.3125
33674	12734	783	292	0.3
3392	34625	460	551	0.28205128205128205
24508	32902	390	264	0.391304347826087
3381	3917	234	336	0.2692307692307692
6547	31485	512	520	0.2604166666666667
15938	5621	362	514	0.2926829268292683
20448	13508	451	448	0.279826464208243
5525	21271	1308	491	0.1875
6035	4254	248	334	0.22510822510822512
16395	14997	163	232	0.2631578947368421
28385	31547	1255	756	0.32
35052	27037	208	255	0.29545454545454547
11195	6808	400	475	0.2702702702702703
968	31842	261	661	0.4117647058823529
5086	29891	260	479	0.30357142857142855
6377	2971	1680	167	0.2903225806451613
26567	34373	504	160	0.25
20976	27737	548	707	0.27906976744186046
19738	8445	455	411	0.5401662049861495
21670	29762	413	530	0.23809523809523808
3465	26643	522	779	0.21428571428571427
150	9357	520	551	0.47058823529411764
28037	12971	396	220	0.3888888888888889
16016	4725	441	1321	0.4090909090909091
24398	17254	316	896	0.2807017543859649
11744	12856	550	1305	0.5714285714285714
801	26492	516	365	0.391304347826087
2178	3459	537	520	0.3469387755102041
12103	12795	501	292	0.19767441860465115
3554	12125	507	479	0.36363636363636365
32912	28294	887	401	0.2948717948717949
21970	21963	472	497	0.36363636363636365
1236	21393	449	260	0.2421875
9050	11023	1334	544	0.2807017543859649
18894	6263	530	1539	0.36363636363636365
6280	18957	615	290	0.3181818181818182
10053	1789	529	541	0.47058823529411764
26457	26794	554	546	0.3
31483	2403	513	380	0.5
6756	20646	515	529	0.36
4940	16783	343	390	0.3333333333333333
20955	9284	332	511	0.3235294117647059
1251	6255	555	286	0.30952380952380953
26332	27814	229	350	0.28169014084507044
16374	13487	804	556	0.28346456692913385
34033	9217	214	498	0.2653061224489796
8436	8892	491	407	0.2833333333333333
8954	18210	418	190	0.29411764705882354
2448	2064	877	239	0.4
20939	15211	535	394	0.2711864406779661
8551	12071	508	257	0.25688073394495414
11540	3092	339	1202	0.3793103448275862
24408	24758	376	255	0.22695035460992907
9164	1804	495	1323	0.2535211267605634
6265	3038	1595	1300	0.36699321778447624
4949	7462	501	593	0.25
13614	16778	525	544	0.27450980392156865
35008	20102	576	689	0.22580645161290322
13701	14655	1286	524	0.35294117647058826
6621	12611	469	454	0.42857142857142855
14930	11423	505	553	0.3
23830	11897	430	567	0.4117647058823529
33883	24827	1062	538	0.391304347826087
7650	14069	509	411	0.26666666666666666
10375	15942	516	311	0.25
16656	21989	292	1245	0.20224719101123595
26982	18566	343	365	0.30357142857142855
21840	8273	1148	483	0.21875
14193	19941	505	522	0.22935779816513763
12168	32807	272	586	0.2692307692307692
26196	19556	583	345	0.23809523809523808
19526	29013	1243	1403	0.37795918367346937
28062	326	345	1206	0.3181818181818182
11354	17282	730	407	0.3695652173913043
33554	28183	895	395	0.3220338983050847
28141	12669	1807	176	0.29411764705882354
17538	11394	556	518	0.4444444444444444
3572	23370	502	1276	0.4444444444444444
16221	28656	318	446	0.3448275862068966
29741	31034	255	236	0.3
15892	18135	164	632	0.18823529411764706
23627	11622	494	483	0.5
30926	15207	605	448	0.34615384615384615
23344	26526	1302	418	0.4482758620689655
6036	21928	1321	510	0.22058823529411764
11636	25142	365	353	0.3611111111111111
26495	24309	520	556	0.35714285714285715
21791	4347	509	1224	0.20952380952380953
17531	31976	448	506	0.20903954802259886
25564	10335	592	255	0.26229508196721313
24230	16140	556	438	0.35
33482	3970	940	403	0.3333333333333333
27299	27295	1336	1365	0.2535211267605634
19670	6896	510	626	0.19834710743801653
17471	30980	238	888	0.38095238095238093
24213	14363	537	192	0.36
16332	26497	406	375	0.3170731707317073
24305	10436	505	398	0.22477064220183487
18909	28936	573	534	0.2926829268292683
17746	25808	292	254	0.24509803921568626
28462	20826	314	1209	0.2621359223300971
15291	22155	220	466	0.23255813953488372
13656	26720	226	495	0.22115384615384615
8341	22222	417	513	0.28888888888888886
16373	10098	404	1415	0.2903225806451613
18981	13274	609	505	0.2631578947368421
25444	32365	841	652	0.36666666666666664
9878	19517	558	555	0.5
6767	22200	507	885	0.2463768115942029
31117	5360	474	479	0.32142857142857145
10266	29993	228	529	0.25
27416	12878	1230	151	0.4
14719	21232	232	204	0.5126903553299492
17789	13926	308	283	0.2459016393442623
18783	26923	367	655	0.6363636363636364
21530	32781	610	1348	0.21518987341772153
28125	16144	337	560	0.3448275862068966
1712	27063	511	316	0.34782608695652173
6636	25775	558	536	0.30303030303030304
9641	19400	1320	1315	0.6945967110415036
30827	15490	332	394	0.37037037037037035
5057	27215	585	412	0.19718309859154928
6303	23231	316	668	0.3333333333333333
14719	32774	232	682	0.25806451612903225
5459	6652	222	241	0.32
25798	33768	535	777	0.27692307692307694
12893	30271	846	546	0.29508196721311475
5792	1915	846	514	0.23809523809523808
16046	1515	317	543	0.3333333333333333
32578	13645	523	301	0.31666666666666665
31063	8572	519	494	0.20448179271708683
24873	3862	491	676	0.4
30902	10882	261	427	0.35
266	6253	394	358	0.27586206896551724
17948	27761	1287	868	0.5
31586	1251	322	555	0.375
9170	25336	397	223	0.6666666666666666
18028	13631	165	362	0.5833333333333334
7721	8638	542	577	0.2549019607843137
8027	18708	348	698	0.27906976744186046
26098	12875	347	373	0.3448275862068966
19519	28968	845	383	0.34375
26008	12054	350	259	0.2962962962962963
21188	18217	1280	476	0.24299065420560748
9447	10777	345	256	0.21982758620689655
25467	19433	1330	505	0.26865671641791045
22575	26572	894	524	0.14285714285714285
13442	12534	362	190	0.5
7135	30147	427	277	0.26865671641791045
9089	19698	353	1217	0.24528301886792453
743	14105	528	528	0.36666666666666664
25913	17187	1344	687	0.4666666666666667
33136	5237	1052	855	0.5333333333333333
7198	11896	1275	404	0.2
27106	25117	1311	292	0.19047619047619047
19145	30157	496	383	0.35
5795	26869	222	335	0.6
29589	1676	456	521	0.4444444444444444
26980	14692	810	1319	0.3888888888888889
14316	21537	226	735	0.45454545454545453
14462	7270	1286	1346	0.7298541826554106
2153	6873	1288	1244	0.7008481110254433
25534	7040	255	1442	0.28125
11128	22931	277	342	0.3177570093457944
1804	7444	1323	1323	0.24699278267842822
26303	16180	467	290	0.5263157894736842
17832	2220	1276	508	0.27586206896551724
5328	12759	321	213	0.28205128205128205
14838	15179	504	521	0.9027777777777778
17837	17819	350	484	0.26
14119	31210	505	591	0.27586206896551724
27476	31590	497	373	0.3111111111111111
13442	17932	362	622	0.21052631578947367
34962	6579	673	516	0.21052631578947367
18444	2987	255	509	0.5333333333333333
17386	5807	412	349	0.3
4068	4663	899	461	0.4375
28453	32350	1424	412	0.3469387755102041
14189	2470	521	921	0.5555555555555556
4843	16452	524	502	0.3220338983050847
5973	6798	511	1455	0.25
26244	683	317	1179	0.30158730158730157
18541	5441	562	893	0.5
1632	3116	488	337	0.2857142857142857
20417	10587	1269	345	0.2807017543859649
2533	9864	487	1264	0.3333333333333333
34710	27343	774	855	0.3050847457627119
27328	7803	533	276	0.4
26489	2161	565	1266	0.22018348623853212
4741	2592	222	655	0.4444444444444444
16151	19135	292	334	0.2146118721461187
9462	7994	868	1296	0.3333333333333333
13144	16896	1330	1268	0.2409435551811289
32895	21569	788	498	0.3076923076923077
19815	17113	487	299	0.21951219512195122
10219	3926	272	737	0.3333333333333333
13731	20922	191	510	0.3191489361702128
12942	4894	556	200	0.24761904761904763
27883	4022	420	549	0.28125
31329	6302	553	335	0.3333333333333333
31828	6533	547	1282	0.45
13461	25045	223	406	0.38095238095238093
3850	5232	512	337	0.34375
21228	31493	569	521	0.28
6480	5662	1277	842	0.2708333333333333
32473	7602	307	522	0.2391304347826087
13322	8862	1316	276	0.4375
6406	20279	400	358	0.8
1063	8870	544	315	0.4666666666666667
19887	30404	499	659	0.3888888888888889
282	10588	781	885	0.41379310344827586
34128	5784	359	1305	0.2765957446808511
18961	6030	327	430	0.21739130434782608
7813	8684	712	652	0.22857142857142856
34971	30105	771	925	0.4
19600	20782	1307	451	0.29310344827586204
8959	31757	495	285	0.2777777777777778
4920	13967	493	556	0.32653061224489793
28582	31223	569	551	0.3076923076923077
33428	24150	1445	308	0.375
32168	24940	536	567	0.2727272727272727
19304	28095	351	294	0.2894736842105263
12289	4702	1304	628	0.24666666666666667
15652	5222	220	507	0.2857142857142857
2458	32723	550	538	0.2876712328767123
19769	7287	556	1278	0.3333333333333333
24834	8002	657	502	0.375
18760	11096	539	1282	0.4090909090909091
16351	9945	406	555	0.25
7796	22829	556	1292	0.2909090909090909
18609	3138	524	375	0.3902439024390244
4989	15562	824	159	0.25263157894736843
5400	21988	345	1329	0.296875
14273	21724	394	407	0.2857142857142857
3368	26932	261	413	0.34782608695652173
28399	12159	702	269	0.5
25463	4353	280	345	0.26573426573426573
26641	16598	408	404	0.24060150375939848
22570	22094	736	855	0.2535211267605634
10958	21179	537	298	0.2962962962962963
11501	32561	499	508	0.2520491803278688
20439	4918	547	529	0.4583333333333333
132	9104	394	562	0.29850746268656714
23808	18546	1268	271	0.3235294117647059
31887	4260	260	487	0.29411764705882354
30575	18082	261	525	0.42857142857142855
34117	34453	1206	765	0.2978723404255319
23520	27913	1320	486	0.3157894736842105
25587	18502	341	1033	0.3157894736842105
33206	14477	1021	630	0.22388059701492538
3824	2007	500	256	0.2761904761904762
24198	6944	477	277	0.2
22330	28356	534	801	0.2926829268292683
29584	22797	456	467	0.8571428571428571
26338	13645	487	301	0.45
23961	23859	1474	469	0.3157894736842105
33086	19414	782	555	0.5333333333333333
9544	12073	872	782	0.41379310344827586
29376	5663	515	408	0.2631578947368421
29863	10227	303	567	0.2972972972972973
25540	26490	760	413	0.32432432432432434
8733	23699	503	519	0.22565320665083136
26548	24048	301	1380	0.4230769230769231
1696	16973	449	1278	0.3275862068965517
25085	523	1522	444	0.2459016393442623
31222	1478	1529	695	0.22727272727272727
2807	5439	325	256	0.4117647058823529
19271	17986	618	506	0.2894736842105263
7289	14580	1230	445	0.19626168224299065
333	24777	220	370	0.1836734693877551
33373	27589	229	599	0.30434782608695654
11798	17083	1222	1220	0.2516722408026756
2655	33551	628	374	0.20408163265306123
29168	6724	384	685	0.32142857142857145
337	224	444	300	0.2891566265060241
26991	26815	255	541	0.6679841897233202
3866	17822	1325	292	0.25
6572	31841	413	289	0.36363636363636365
8885	9222	259	558	0.29411764705882354
505	30914	235	222	0.5833333333333334
26715	11042	565	918	0.375
12594	32866	332	476	0.23076923076923078
7295	7976	256	527	0.3488372093023256
23014	10573	345	237	0.25
9175	15031	1494	365	0.38095238095238093
9360	9704	364	1453	0.23684210526315788
11860	11468	335	402	0.32432432432432434
10159	18606	1415	446	0.4583333333333333
863	18200	320	628	0.21428571428571427
30870	21413	631	259	0.26153846153846155
10193	34472	903	297	0.28888888888888886
12622	23456	489	581	0.3088235294117647
19474	2093	365	346	0.2777777777777778
84	17886	259	362	0.2972972972972973
6046	2556	345	153	0.2857142857142857
17562	29646	220	258	0.23834196891191708
7590	14953	530	192	0.4
24446	6670	305	292	0.22777777777777777
7566	16139	459	392	0.3103448275862069
22742	1946	620	332	0.5
20605	12729	625	332	0.4375
20885	29032	486	506	0.375
9543	10795	865	1321	0.35
34774	8601	259	635	0.2638888888888889
501	28618	418	261	0.3
18957	7710	290	503	0.34615384615384615
23552	32071	668	500	0.2727272727272727
2682	30432	709	239	0.2631578947368421
34353	15745	324	519	0.2222222222222222
1914	8364	618	616	0.8038585209003215
1126	4770	410	368	0.22033898305084745
1555	19667	758	1282	0.2077922077922078
6706	18854	1174	497	0.19834710743801653
21589	15898	335	505	0.4117647058823529
19744	5059	595	698	0.2786885245901639
21818	8273	372	483	0.6666666666666666
33458	6265	782	1595	0.2826086956521739
17212	18868	579	544	0.2727272727272727
30771	26869	238	335	0.21621621621621623
29762	18863	530	469	0.3
8447	2386	335	168	0.42857142857142855
11487	5570	500	802	0.375
33419	14632	354	536	0.34210526315789475
1479	25265	381	582	0.5
14549	22567	648	446	0.2857142857142857
32618	1634	536	539	0.22058823529411764
14899	30451	365	277	0.375
7563	9562	684	1431	0.36585365853658536
6379	14543	506	448	0.19901719901719903
29139	16422	920	411	0.27586206896551724
15699	26378	448	1340	0.37142857142857144
900	20901	1440	539	0.21311475409836064
21753	21178	1323	1508	0.36316181953765847
22575	32308	894	294	0.3611111111111111
24384	20058	255	572	0.21428571428571427
1366	18235	345	1529	0.5
12227	43	495	500	0.3125
27466	28175	631	327	0.16666666666666666
3200	19532	929	345	0.6666666666666666
23546	10041	788	554	0.23148148148148148
34067	28124	1020	569	0.27631578947368424
968	24724	261	580	0.5537848605577689
4369	3176	1234	282	0.2692307692307692
25461	21729	468	258	0.375
27549	30126	659	556	0.24324324324324326
15767	15304	308	394	0.4074074074074074
29645	17915	334	1333	0.21666666666666667
24330	29101	1350	1052	0.28846153846153844
2833	5439	548	256	0.2235294117647059
26153	20863	477	528	0.22911051212938005
9430	29108	507	611	0.25
27156	6110	353	312	0.38461538461538464
14592	27410	1509	737	0.2894736842105263
4529	19584	548	692	0.2857142857142857
3839	9175	553	1494	0.2462686567164179
23443	14414	815	265	0.22857142857142856
1343	33556	852	741	0.6
18373	12743	884	292	0.21739130434782608
31385	26114	360	1076	0.4583333333333333
10533	26068	547	420	0.4375
19382	17652	853	479	0.3170731707317073
19745	30135	555	516	0.19008264462809918
32695	11819	441	497	0.4117647058823529
21175	599	479	311	0.27802690582959644
34832	18480	530	544	0.25
12070	15754	376	451	0.26865671641791045
9229	16418	556	502	0.23214285714285715
11410	13932	553	310	0.3181818181818182
19757	33573	1089	797	0.3548387096774194
312	2091	305	335	0.4375
17950	5243	232	417	0.28846153846153844
29777	8258	224	506	0.46153846153846156
20172	7248	342	1220	0.20869565217391303
21692	22413	510	349	0.2682926829268293
16161	26104	427	449	0.22857142857142856
7078	21471	470	1098	0.4666666666666667
35034	22153	132	498	0.42857142857142855
20665	30050	586	1537	0.29591836734693877
18467	1887	277	678	0.20238095238095238
25177	11410	434	553	0.3170731707317073
32701	24826	225	871	0.3548387096774194
979	10626	255	446	0.35294117647058826
18189	10783	1286	1312	0.24317817014446227
24177	29633	334	528	0.3142857142857143
4026	15673	271	1343	0.22
13952	14524	165	453	0.6993006993006993
9463	22147	811	316	0.3793103448275862
19078	23516	829	237	0.2727272727272727
11880	14564	430	446	0.20689655172413793
5411	21112	519	251	0.2236842105263158
9129	34430	527	1191	0.391304347826087
25354	14834	255	1508	0.2923076923076923
3020	18319	546	521	0.5
1327	9163	267	256	0.391304347826087
28513	25710	498	549	0.4117647058823529
12046	5940	226	441	0.4666666666666667
29007	10350	1019	551	0.42105263157894735
6501	31809	290	299	0.265625
19365	10287	576	385	0.41379310344827586
9098	8586	392	509	0.22950819672131148
1732	19794	496	798	0.2714285714285714
5702	26690	553	503	0.45454545454545453
30409	11588	292	256	0.225
7813	23539	712	275	0.22377622377622378
15777	11540	1287	339	0.2857142857142857
26615	25064	1332	415	0.21666666666666667
13757	31119	164	1335	0.2109375
324	25966	535	1328	0.3620689655172414
14502	8270	653	851	0.6697674418604651
23262	2163	1285	1134	0.7432188065099458
14119	7937	505	454	0.20394736842105263
15114	10282	362	624	0.5
32775	2959	391	330	0.30434782608695654
19796	34841	1073	274	0.2328767123287671
23481	497	764	125	0.3055555555555556
12120	9910	919	675	0.47619047619047616
2954	27393	323	776	0.30952380952380953
6240	3194	1048	1277	0.4782608695652174
6962	15686	1544	1287	0.22778675282714056
15959	13870	479	629	0.5384615384615384
24488	14791	1331	1507	0.3539367181751288
32073	31930	373	335	0.2869318181818182
5554	4049	523	509	0.36
135	3809	556	487	0.2967032967032967
1420	12045	522	507	0.46153846153846156
22386	28199	520	541	0.3023255813953488
6517	24692	738	874	0.38181818181818183
9582	12072	415	501	0.35
22315	24679	639	483	0.24390243902439024
18400	32258	1321	441	0.3076923076923077
4193	33693	599	295	0.3269230769230769
24147	23193	1278	1276	0.8279245283018868
20257	161	383	566	0.2413793103448276
29458	9347	247	415	0.39285714285714285
14870	30	165	527	0.234375
18720	22552	1287	356	0.5714285714285714
14234	8959	448	495	0.2471131639722864
15357	5429	161	390	0.4230769230769231
25235	30718	549	522	0.36
30505	35027	512	535	0.23952095808383234
4945	18668	458	413	0.5807365439093485
21725	24696	655	520	0.30434782608695654
18980	28907	568	1137	0.25161290322580643
18870	16060	314	192	0.8571428571428571
29093	842	545	651	0.24390243902439024
7750	19379	542	759	0.6
23117	12832	388	1330	0.2916666666666667
6842	5261	438	825	0.34
29580	32699	456	498	0.625
28043	27572	675	475	0.27380952380952384
28050	22281	922	1323	0.3870967741935484
