accession	protein_names	gene_names	organism	cluster	n_substrates	mean_tanimoto	median_tanimoto	std_tanimoto	min_tanimoto	max_tanimoto
A0A493SV41	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)		Anas platyrhynchos platyrhynchos (Northern mallard)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A4W2C7K5	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	HSD11B1	Bos indicus x Bos taurus (Hybrid cattle)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A663EZY9	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	LOC115335441	Aquila chrysaetos chrysaetos	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A6J0HR27	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	LOC108500488	Lepidothrix coronata (blue-crowned manakin)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A6J0YDZ6	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	HSD11B1	Odocoileus virginianus (White-tailed deer)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A6J2H2N4	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	LOC113990398	Pipra filicauda (Wire-tailed manakin)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A6J2N3P4	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	HSD11B1	Phyllostomus discolor (pale spear-nosed bat)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A6J3E9W6	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	LOC116498658	Aythya fuligula (Tufted duck) (Anas fuligula)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A6P3H9G4	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	HSD11B1	Bison bison bison (North American plains bison)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A6P3QXL9	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	HSD11B1	Pteropus vampyrus (Large flying fox)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K4JV88	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_1 GEOCAL_R04337	Geococcyx californianus (Greater roadrunner) (Saurothera californiana)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K4QEF2	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1 NEOCIN_R07259	Neopipo cinnamomea	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K4TSC7	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 SINWEB_R09569	Sinosuthora webbiana	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K4WA56	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 TACRUB_R07873	Tachuris rubrigastra	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K4XFX7	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 REGSAT_R09953	Regulus satrapa (Golden-crowned kinglet)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K4YPZ2	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1 BUCABY_R10794	Bucorvus abyssinicus (Northern ground-hornbill) (Abyssinian ground-hornbill)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5A0N2	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 CENUNI_R00721	Centropus unirufus	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5ATL6	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 FURFIG_R07833	Furnarius figulus	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5CNI7	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 MOTALB_R01717	Motacilla alba (White wagtail) (Pied wagtail)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5EQZ8	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 POLCAE_R05966	Polioptila caerulea (Blue-grey gnatcatcher)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5FTH2	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 PROATE_R12168	Probosciger aterrimus (Palm cockatoo)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5GDQ5	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 CHUBUR_R06226	Chunga burmeisteri (Black-legged seriema)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5I6K0	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 CROSUL_R02259	Crotophaga sulcirostris (Groove-billed ani)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5J465	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 TOXRED_R04616	Toxostoma redivivum (California thrasher)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5JT10	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 MIOMAC_R00167	Mionectes macconnelli (McConnell's flycatcher)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5MVE5	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 CARCAR_R10668	Cardinalis cardinalis (Northern cardinal)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5N9J3	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 CHRMAC_R10467	Chroicocephalus maculipennis (Brown-hooded gull) (Larus maculipennis)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5PZP5	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1 ERYMCC_R11976	Erythrocercus mccallii	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5QUR1	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 PRUHIM_R00350	Prunella himalayana	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5SBQ1	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 LANLUD_R05974	Lanius ludovicianus (Loggerhead shrike)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5T884	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 UROPYL_R14126	Urocynchramus pylzowi	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5ULY0	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 CEPORN_R04969	Cephalopterus ornatus (Amazonian umbrellabird)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5VSA0	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 DYACAS_R01966	Platysteira castanea	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5W4Y6	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 HYLPRA_R06149	Hylia prasina (green hylia)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5X898	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 DROARD_R10442	Dromas ardeola	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5Z3E6	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_2 Hsd11b1_0 PTEBUR_R02455 PTEBUR_R03059	Pterocles burchelli	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K5ZRS2	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 ONYCOR_R13678	Onychorhynchus coronatus (Royal flycatcher)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6BAQ3	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 UPUEPO_R03211	Upupa epops (Eurasian hoopoe)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6C1Z9	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 PTIVIO_R00348	Ptilonorhynchus violaceus (Satin bowerbird) (Pyrrhocorax violaceus)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6DEJ7	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 ORISOL_R00356	Origma solitaria	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6EI69	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 GRAPIC_R10556	Grantiella picta	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6FHB0	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 DAPCHR_R10745	Daphoenositta chrysoptera (varied sittella)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6G7S6	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 MALELE_R12305	Malurus elegans (Red-winged fairywren)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6HCU2	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 DASBRO_R11180	Dasyornis broadbenti (rufous bristle-bird)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6J759	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 MACNIG_R07687	Machaerirhynchus nigripectus	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6KMJ2	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 OREARF_R03450	Oreocharis arfaki (tit berrypecker)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6L975	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 FALFRO_R09584	Falcunculus frontatus (Eastern shriketit)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6ME33	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 PANBIA_R07068	Panurus biarmicus (Bearded tit)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6P6T9	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 IFRKOW_R14048	Ifrita kowaldi (blue-capped ifrita)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6QHV1	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 CLIRUF_R00649	Climacteris rufus (rufous treecreeper)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6S5C8	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 RHYJUB_R07298	Rhynochetos jubatus (kagu)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6SZG7	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 CALNIC_R10709	Caloenas nicobarica (Nicobar pigeon)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6UC41	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 AEGBEN_R07244	Aegotheles bennettii	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6V3J4	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 NOTCIN_R03423	Notiomystis cincta	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6WL39	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_1 STECAR_R02612	Steatornis caripensis (Oilbird)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K6Y0R4	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 PROCAF_R08034	Promerops cafer (Cape sugarbird)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K7C6H0	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 APHCOE_R09146	Aphelocoma coerulescens (Florida scrub-jay) (Corvus coerulescens)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K7DW56	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 SYLATR_R09934	Sylvia atricapilla (blackcap)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K7F5G0	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 CHIMIN_R01702	Chionis minor (Black-faced sheathbill)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K7G361	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 ERIRUB_R06565	Erithacus rubecula (European robin)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K7IQ18	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 LOXCUR_R05545	Loxia curvirostra (Red crossbill)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K7KVV1	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 ASASCU_R00401	Asarcornis scutulata	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K7MCN8	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 BRAATR_R11197	Brachypodius melanocephalos (black-headed bulbul)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K7NAN5	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 HALALB_R03637	Haliaeetus albicilla (White-tailed sea-eagle) (Falco albicilla)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K7PSF5	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 ACRARU_R01973	Acrocephalus arundinaceus (Great reed-warbler)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K7R3V7	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 POEATR_R07685	Poecile atricapillus (Black-capped chickadee) (Parus atricapillus)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K7RUB4	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 NESACU_R12845	Nesospiza acunhae	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K7SNI4	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 SAPAEN_R10436	Sapayoa aenigma (broad-billed sapayoa)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K7U6X8	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 IBISTR_R13212	Ibidorhyncha struthersii	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K7XPS0	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 MOHOCH_R01533	Mohoua ochrocephala	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K7Z2U1	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 THRLUD_R06006	Thryothorus ludovicianus (Carolina wren) (Sylvia ludoviciana)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K7ZDI4	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_1 MELVER_R06861	Melanocharis versteri (Fan-tailed berrypecker)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K8AU57	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 CNELOR_R14002	Cnemophilus loriae (Loria's bird-of-paradise)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K8C4V2	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 RHALEU_R01460	Rhagologus leucostigma	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K8CZ13	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 EULNIG_R07854	Eulacestoma nigropectus (wattled ploughbill)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K8EDR8	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 LEUROT_R12004	Leucopsar rothschildi (Bali myna) (Rothschild's mynah)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K8FQP7	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 STRCIN_R01576	Struthidea cinerea	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K8GWX8	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 ORTSPA_R11939	Orthonyx spaldingii (Chowchilla)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K8I5M7	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_1 ALERUF_R05159	Aleadryas rufinucha (rufous-naped whistler)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K8IN17	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 CHAPAP_R01695	Chaetorhynchus papuensis (pygmy drongo)	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K8JPA7	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 LOPRUF_R11867	Lophotis ruficrista	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K8L200	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 ARDKOR_R01514	Ardeotis kori	22	23	0.3573	0.2899	0.1922	0.1429	1.0
A0A7K8ML62	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_0 PTILEU_R03822	Ptilorrhoa leucosticta	22	23	0.3573	0.2899	0.1922	0.1429	1.0
