accession	cluster	umap_1	umap_2	ec_full	ec_top_level	ec_subclass	ec_sub_subclass	protein_name_first_word	is_p450	cyp_family	cyp_subfamily	is_bsh	is_hsd	is_reductase	is_receptor	is_transporter	genus	species_binomial	length_aa	shannon_entropy	is_literature_recruited	has_ec	has_rhea
A0A7L1CI82	34.0	-4.660218715667725	1.8249471187591555	2.3.1.176	2	2.3	2.3.1	Sterol	False			False	False	False	False	True	Illadopsis	Illadopsis cleaveri	536	4.1394	0	True	True
A0A7L1CIW0	20.0	-0.6373125910758972	-9.594460487365724					Multidrug	False			False	False	False	False	True	Serilophus	Serilophus lunatus	1524	4.1552	0	False	True
A0A7L1CTG6	80.0	16.689682006835938	0.5339263677597046	1.14.14.154	1	1.14	1.14.14	Lanosterol	True	CYP51	CYP51a	False	False	False	False	False	Serilophus	Serilophus lunatus	223	4.1553	0	True	True
A0A7L1CUI8	14.0	0.7880919575691223	4.292101860046387	3.1.2.27	3	3.1	3.1.2	Acyl-coenzyme	False			False	False	False	False	False	Serilophus	Serilophus lunatus	299	4.1696	0	True	True
A0A7L1CUM6	26.0	2.054882049560547	17.688833236694336					Cholesteryl	False			False	False	False	False	False	Serilophus	Serilophus lunatus	505	4.0928	0	False	True
A0A7L1CUW1	26.0	2.372083902359009	17.932767868041992					Cholesteryl	False			False	False	False	False	False	Illadopsis	Illadopsis cleaveri	505	4.0927	0	False	True
A0A7L1D3I1	90.0	4.702296733856201	10.633763313293455	1.1.1.62	1	1.1	1.1.1	keto-steroid	False			False	True	True	False	False	Serilophus	Serilophus lunatus	320	4.1293	0	True	True
A0A7L1D696	38.0	6.140398979187012	-8.30207633972168					Multidrug	False			False	False	False	False	False	Serilophus	Serilophus lunatus	1326	4.1367	0	False	True
A0A7L1DDN1	27.0	15.52771282196045	11.484599113464355					Peroxisomal	False			False	False	False	False	False	Serilophus	Serilophus lunatus	231	4.0696	0	False	True
A0A7L1DF89	76.0	9.756146430969238	-8.61330509185791					Bile	False			False	False	False	False	False	Serilophus	Serilophus lunatus	1286	4.1239	0	False	True
A0A7L1DFZ5	12.0	9.808965682983398	1.2290444374084473	3.1.1.13	3	3.1	3.1.1	Carboxylic	False			False	False	False	False	False	Serilophus	Serilophus lunatus	504	4.1468	0	True	True
A0A7L1DGI1	7.0	8.555912017822266	9.241308212280272					Cytosolic	False			False	False	False	False	False	Serilophus	Serilophus lunatus	536	4.2243	0	False	True
A0A7L1DH87	46.0	13.98829460144043	-0.313825786113739	1.14.14.25	1	1.14	1.14.14	Cholesterol	True	CYP46	CYP46a	False	False	False	False	False	Serilophus	Serilophus lunatus	394	4.1299	0	True	True
A0A7L1DJ70	34.0	-4.664222717285156	1.818535327911377	2.3.1.176	2	2.3	2.3.1	Sterol	False			False	False	False	False	True	Serilophus	Serilophus lunatus	537	4.1352	0	True	True
A0A7L1DJR6	21.0	17.843345642089844	-2.4032347202301025	1.14.14.154	1	1.14	1.14.14	hydroxycholesterol	True	CYP39	CYP39a	False	False	False	False	False	Serilophus	Serilophus lunatus	448	4.1788	0	True	True
A0A7L1DL93	74.0	6.902252197265625	-0.3950321972370147					Ileal	False			False	False	False	False	True	Serilophus	Serilophus lunatus	362	4.0998	0	False	True
A0A7L1DN18	41.0	-7.572439193725586	5.74522876739502					Glucosylceramidase	False			False	False	False	False	False	Serilophus	Serilophus lunatus	453	4.1906	0	False	True
A0A7L1DNL0	53.0	3.167048692703247	14.978273391723633	1.1.1.201	1	1.1	1.1.1	beta-hydroxysteroid	False			False	True	True	False	False	Serilophus	Serilophus lunatus	293	4.0691	0	True	True
A0A7L1DNP4	74.0	5.853906154632568	-2.0731639862060547					Glucosylceramidase	False			False	False	False	False	False	Serilophus	Serilophus lunatus	451	4.165	0	False	True
A0A7L1DNR8	68.0	9.915807723999023	17.780797958374023					Glucosylceramidase	False			False	False	False	False	False	Serilophus	Serilophus lunatus	192	4.138	0	False	True
A0A7L1DP32	25.0	-2.4140703678131104	17.14145851135254					Glucosylceramidase	False			False	False	False	False	False	Serilophus	Serilophus lunatus	164	4.1086	0	False	True
A0A7L1DPQ6	22.0	2.574664354324341	9.197175979614258	1.1.1.201	1	1.1	1.1.1	beta-hydroxysteroid	False			False	True	True	False	False	Serilophus	Serilophus lunatus	286	4.054	0	True	True
A0A7L1DXD2	18.0	2.404647827148437	-6.82733678817749					Broad	False			False	False	False	False	True	Oenanthe	Oenanthe oenanthe	640	4.1447	0	False	True
A0A7L1DYV0	38.0	6.189863681793213	-8.245687484741211					Multidrug	False			False	False	False	False	False	Oenanthe	Oenanthe oenanthe	1332	4.1256	0	False	True
A0A7L1E3C3	69.0	2.1028287410736084	11.75195026397705	1.14.14.154	1	1.14	1.14.14	Lanosterol	True	CYP51	CYP51a	False	False	False	False	False	Oenanthe	Oenanthe oenanthe	484	4.1535	0	True	True
A0A7L1E4K8	76.0	9.800310134887695	-8.640995979309082					Bile	False			False	False	False	False	False	Oenanthe	Oenanthe oenanthe	1279	4.1259	0	False	True
A0A7L1E5J2	22.0	2.30920147895813	8.991384506225586	1.1.1.201	1	1.1	1.1.1	beta-hydroxysteroid	False			False	True	True	False	False	Oenanthe	Oenanthe oenanthe	293	4.0191	0	True	True
A0A7L1E712	53.0	3.480144023895264	14.180553436279297	1.1.1.201	1	1.1	1.1.1	beta-hydroxysteroid	False			False	True	True	False	False	Oenanthe	Oenanthe oenanthe	292	4.0333	0	True	True
A0A7L1EFK9	46.0	13.932880401611328	-0.3207562565803528	1.14.14.25	1	1.14	1.14.14	Cholesterol	True	CYP46	CYP46a	False	False	False	False	False	Oenanthe	Oenanthe oenanthe	372	4.1244	0	True	True
A0A7L1EG19	90.0	4.243456840515137	10.739097595214844	1.1.1.62	1	1.1	1.1.1	keto-steroid	False			False	True	True	False	False	Oenanthe	Oenanthe oenanthe	329	4.1253	0	True	True
A0A7L1EGM9	34.0	-5.843216419219971	1.5091431140899658	2.3.1.176	2	2.3	2.3.1	Sterol	False			False	False	False	False	True	Oenanthe	Oenanthe oenanthe	501	4.1302	0	True	True
A0A7L1EIK6	63.0	-9.82504940032959	2.841035842895508					Solute	False			False	False	False	False	True	Oenanthe	Oenanthe oenanthe	525	4.1134	0	False	True
A0A7L1ENA5	26.0	2.2970123291015625	18.01944732666016					Cholesteryl	False			False	False	False	False	False	Oenanthe	Oenanthe oenanthe	506	4.092	0	False	True
A0A7L1ERT2	41.0	-7.716343402862549	5.886466979980469					Glucosylceramidase	False			False	False	False	False	False	Oenanthe	Oenanthe oenanthe	454	4.1933	0	False	True
A0A7L1ERX0	54.0	14.227638244628906	14.683496475219728					Glucosylceramidase	False			False	False	False	False	False	Oenanthe	Oenanthe oenanthe	191	4.063	0	False	True
A0A7L1ES17	25.0	-2.3927886486053467	17.17025375366211					Glucosylceramidase	False			False	False	False	False	False	Oenanthe	Oenanthe oenanthe	164	4.1027	0	False	True
A0A7L1ESE2	21.0	17.956890106201172	-2.4955592155456543	1.14.14.154	1	1.14	1.14.14	hydroxycholesterol	True	CYP39	CYP39a	False	False	False	False	False	Oenanthe	Oenanthe oenanthe	448	4.1718	0	True	True
A0A7L1ETG0	67.0	-3.875038146972656	-8.575017929077148					Glucosylceramidase	False			False	False	False	False	False	Oenanthe	Oenanthe oenanthe	190	4.0926	0	False	True
A0A7L1ETY4	68.0	9.894055366516112	18.25346565246582					Glucosylceramidase	False			False	False	False	False	False	Oenanthe	Oenanthe oenanthe	192	4.1443	0	False	True
A0A7L1F115	26.0	2.348470449447632	17.915159225463867					Cholesteryl	False			False	False	False	False	False	Sylvia	Sylvia borin	505	4.0981	0	False	True
A0A7L1F4L3	14.0	0.7280575037002563	4.230014801025391	3.1.2.27	3	3.1	3.1.2	Acyl-coenzyme	False			False	False	False	False	False	Sylvia	Sylvia borin	299	4.1746	0	True	True
A0A7L1F7Y0	80.0	16.738243103027344	0.4917129278182983	1.14.14.154	1	1.14	1.14.14	Lanosterol	True	CYP51	CYP51a	False	False	False	False	False	Sylvia	Sylvia borin	223	4.1649	0	True	True
A0A7L1F8A3	7.0	9.605177879333496	7.069019794464111	1.1.1.201	1	1.1	1.1.1	beta-hydroxysteroid	False			False	True	True	False	False	Sylvia	Sylvia borin	220	4.0481	0	True	True
A0A7L1F8D3	53.0	3.4982264041900635	14.132965087890623	1.1.1.201	1	1.1	1.1.1	beta-hydroxysteroid	False			False	True	True	False	False	Sylvia	Sylvia borin	292	4.0095	0	True	True
A0A7L1F903	18.0	2.3401036262512207	-6.796910285949707					Broad	False			False	False	False	False	True	Sylvia	Sylvia borin	630	4.131	0	False	True
A0A7L1FAL9	27.0	15.599592208862305	11.320140838623049					Peroxisomal	False			False	False	False	False	False	Sylvia	Sylvia borin	232	4.0809	0	False	True
A0A7L1FED9	55.0	0.0910749286413192	0.4441396296024322					Glucosylceramidase	False			False	False	False	False	False	Sylvia	Sylvia borin	408	4.1825	0	False	True
A0A7L1FEI0	54.0	14.20589828491211	14.70044994354248					Glucosylceramidase	False			False	False	False	False	False	Sylvia	Sylvia borin	190	4.0545	0	False	True
A0A7L1FEJ0	25.0	-3.317116498947144	16.93865394592285					Glucosylceramidase	False			False	False	False	False	False	Sylvia	Sylvia borin	165	4.0704	0	False	True
A0A7L1FIK2	20.0	-1.1661098003387451	-9.701621055603027					Multidrug	False			False	False	False	False	True	Sylvia	Sylvia borin	1508	4.1456	0	False	True
A0A7L1FJD2	38.0	5.531542778015137	-8.936003684997559					Multidrug	False			False	False	False	False	False	Sylvia	Sylvia borin	1337	4.1298	0	False	True
A0A7L1FK79	74.0	6.884939670562744	-0.5788934230804443					Ileal	False			False	False	False	False	True	Sylvia	Sylvia borin	362	4.107	0	False	True
A0A7L1FM12	21.0	17.96088218688965	-2.5025641918182373	1.14.14.154	1	1.14	1.14.14	hydroxycholesterol	True	CYP39	CYP39a	False	False	False	False	False	Sylvia	Sylvia borin	448	4.1723	0	True	True
A0A7L1FPK3	34.0	-5.381229877471924	2.0667128562927246	2.3.1.176	2	2.3	2.3.1	Sterol	False			False	False	False	False	True	Sylvia	Sylvia borin	521	4.1305	0	True	True
A0A7L1FPU7	90.0	4.692336082458496	10.639647483825684	1.1.1.62	1	1.1	1.1.1	keto-steroid	False			False	True	True	False	False	Sylvia	Sylvia borin	320	4.1419	0	True	True
A0A7L1FQT1	10.0	11.609990119934082	-1.199608325958252	1.14.14.25	1	1.14	1.14.14	Cholesterol	True	CYP46	CYP46a	False	False	False	False	False	Sylvia	Sylvia borin	394	4.1078	0	True	True
A0A7L1FSP1	7.0	8.583270072937012	9.205479621887209					Cytosolic	False			False	False	False	False	False	Sylvia	Sylvia borin	536	4.2243	0	False	True
A0A7L1FU03	9.0	10.15231990814209	-7.423647403717041					Bile	False			False	False	False	False	False	Sylvia	Sylvia borin	1330	4.1255	0	False	True
A0A7L1G2E2	76.0	9.768488883972168	-8.524270057678223					Bile	False			False	False	False	False	False	Indicator	Indicator maculatus	1281	4.1192	0	False	True
A0A7L1G398	26.0	2.2616727352142334	17.977155685424805					Cholesteryl	False			False	False	False	False	False	Indicator	Indicator maculatus	510	4.1051	0	False	True
A0A7L1G763	63.0	-9.82207202911377	2.849560260772705					Solute	False			False	False	False	False	True	Indicator	Indicator maculatus	526	4.1134	0	False	True
A0A7L1GD39	20.0	-0.7866398096084595	-9.740753173828123					Multidrug	False			False	False	False	False	True	Indicator	Indicator maculatus	1526	4.1485	0	False	True
A0A7L1GDE9	46.0	13.966004371643066	-0.3319860696792602	1.14.14.25	1	1.14	1.14.14	Cholesterol	True	CYP46	CYP46a	False	False	False	False	False	Indicator	Indicator maculatus	394	4.1353	0	True	True
A0A7L1GDK1	81.0	18.44678497314453	4.571164131164551					Non-lysosomal	False			False	False	False	False	False	Indicator	Indicator maculatus	795	4.2235	0	False	True
A0A7L1GGH7	25.0	-2.387108325958252	17.179121017456055					Glucosylceramidase	False			False	False	False	False	False	Indicator	Indicator maculatus	165	4.1309	0	False	True
A0A7L1GGR7	68.0	9.93252182006836	17.750463485717773					Glucosylceramidase	False			False	False	False	False	False	Indicator	Indicator maculatus	192	4.1346	0	False	True
A0A7L1GHG7	74.0	6.903964519500732	-0.4938085079193115					Ileal	False			False	False	False	False	True	Indicator	Indicator maculatus	365	4.1034	0	False	True
A0A7L1GHJ0	41.0	-7.497802257537842	5.668256759643555					Glucosylceramidase	False			False	False	False	False	False	Indicator	Indicator maculatus	448	4.1859	0	False	True
A0A7L1GHL1	74.0	5.887282371520996	-2.018483161926269					Glucosylceramidase	False			False	False	False	False	False	Indicator	Indicator maculatus	451	4.1506	0	False	True
A0A7L1GHT4	21.0	17.653104782104492	-2.2521169185638428	1.14.14.154	1	1.14	1.14.14	hydroxycholesterol	True	CYP39	CYP39a	False	False	False	False	False	Indicator	Indicator maculatus	448	4.1767	0	True	True
A0A7L1GL99	38.0	5.763507843017578	-9.097737312316896					Multidrug	False			False	False	False	False	False	Indicator	Indicator maculatus	1319	4.1343	0	False	True
A0A7L1GPA3	14.0	0.9609866142272948	4.265706539154053	3.1.2.27	3	3.1	3.1.2	Acyl-coenzyme	False			False	False	False	False	False	Indicator	Indicator maculatus	305	4.1621	0	True	True
A0A7L1GUB7	53.0	3.155149221420288	14.954514503479004	1.1.1.201	1	1.1	1.1.1	beta-hydroxysteroid	False			False	True	True	False	False	Indicator	Indicator maculatus	292	4.0494	0	True	True
A0A7L1GUC8	22.0	2.019918918609619	8.673042297363281	1.1.1.201	1	1.1	1.1.1	beta-hydroxysteroid	False			False	True	True	False	False	Indicator	Indicator maculatus	284	4.0675	0	True	True
A0A7L1GWR9	69.0	1.825575947761536	11.961488723754885	1.14.14.154	1	1.14	1.14.14	Lanosterol	True	CYP51	CYP51a	False	False	False	False	False	Indicator	Indicator maculatus	484	4.1561	0	True	True
A0A7L1GY08	90.0	4.704796314239502	10.636707305908203	1.1.1.62	1	1.1	1.1.1	keto-steroid	False			False	True	True	False	False	Indicator	Indicator maculatus	320	4.1312	0	True	True
A0A7L1GYU2	27.0	15.47031307220459	11.698637008666992					Peroxisomal	False			False	False	False	False	False	Indicator	Indicator maculatus	232	4.0798	0	False	True
A0A7L1H1E2	34.0	-5.816253662109375	1.4912705421447754	2.3.1.176	2	2.3	2.3.1	Sterol	False			False	False	False	False	True	Indicator	Indicator maculatus	503	4.127	0	True	True
A0A7L1H315	12.0	9.68648910522461	0.911154806613922	3.1.1.13	3	3.1	3.1.1	Carboxylic	False			False	False	False	False	False	Indicator	Indicator maculatus	482	4.1596	0	True	True
A0A7L1H549	34.0	-5.434265613555908	1.7233530282974243	2.3.1.176	2	2.3	2.3.1	Sterol	False			False	False	False	False	True	Nycticryphes	Nycticryphes semicollaris	521	4.1257	0	True	True
A0A7L1H5W1	27.0	14.966552734375	11.345345497131348					Peroxisomal	False			False	False	False	False	False	Nycticryphes	Nycticryphes semicollaris	242	4.1095	0	False	True
A0A7L1HD57	26.0	1.980608344078064	17.19097900390625					Cholesteryl	False			False	False	False	False	False	Nycticryphes	Nycticryphes semicollaris	505	4.1245	0	False	True
A0A7L1HEA7	40.0	-10.527347564697266	6.565511703491211	1.14.14.154	1	1.14	1.14.14	Lanosterol	True	CYP39	CYP39a	False	False	False	False	False	Nycticryphes	Nycticryphes semicollaris	394	4.1701	0	True	True
A0A7L1HER8	74.0	6.654258728027344	-0.0981602072715759					Ileal	False			False	False	False	False	True	Nycticryphes	Nycticryphes semicollaris	365	4.107	0	False	True
A0A7L1HGX5	55.0	0.1030056104063987	0.4206392765045166					Glucosylceramidase	False			False	False	False	False	False	Nycticryphes	Nycticryphes semicollaris	406	4.1853	0	False	True
A0A7L1HH32	25.0	-2.225843667984009	17.359880447387695					Glucosylceramidase	False			False	False	False	False	False	Nycticryphes	Nycticryphes semicollaris	165	4.1145	0	False	True
A0A7L1HH45	46.0	14.113576889038086	-0.1686156541109085	1.14.14.25	1	1.14	1.14.14	Cholesterol	True	CYP46	CYP46a	False	False	False	False	False	Nycticryphes	Nycticryphes semicollaris	394	4.1391	0	True	True
A0A7L1HHI2	88.0	0.7352254390716553	-0.253408819437027					Glucosylceramidase	False			False	False	False	False	False	Nycticryphes	Nycticryphes semicollaris	478	4.1697	0	False	True
A0A7L1HHK6	76.0	9.692201614379885	-8.582293510437012					Bile	False			False	False	False	False	False	Nycticryphes	Nycticryphes semicollaris	1286	4.1259	0	False	True
A0A7L1HIA5	68.0	9.63197422027588	17.95362663269043					Glucosylceramidase	False			False	False	False	False	False	Nycticryphes	Nycticryphes semicollaris	192	4.1508	0	False	True
A0A7L1HP95	81.0	18.56410789489746	4.66495943069458					Non-lysosomal	False			False	False	False	False	False	Nycticryphes	Nycticryphes semicollaris	804	4.2174	0	False	True
A0A7L1HQJ1	69.0	1.8516525030136108	11.926627159118652	1.14.14.154	1	1.14	1.14.14	Lanosterol	True	CYP51	CYP51a	False	False	False	False	False	Nycticryphes	Nycticryphes semicollaris	484	4.1624	0	True	True
A0A7L1HR18	38.0	6.125482082366943	-9.121262550354004					Multidrug	False			False	False	False	False	False	Nycticryphes	Nycticryphes semicollaris	1306	4.1248	0	False	True
A0A7L1HT37	12.0	10.063329696655272	1.5948165655136108	3.1.1.13	3	3.1	3.1.1	Carboxylic	False			False	False	False	False	False	Nycticryphes	Nycticryphes semicollaris	556	4.1611	0	True	True
A0A7L1HUY6	90.0	4.274740219116211	10.827013969421388	1.1.1.62	1	1.1	1.1.1	keto-steroid	False			False	True	True	False	False	Nycticryphes	Nycticryphes semicollaris	332	4.1412	0	True	True
A0A7L1HW35	20.0	-0.6906203627586365	-9.66172981262207					Multidrug	False			False	False	False	False	True	Nycticryphes	Nycticryphes semicollaris	1525	4.1509	0	False	True
A0A7L1I533	53.0	3.116790294647217	14.901631355285645	1.1.1.201	1	1.1	1.1.1	beta-hydroxysteroid	False			False	True	True	False	False	Nycticryphes	Nycticryphes semicollaris	292	4.0704	0	True	True
A0A7L1I538	15.0	13.090962409973145	8.952863693237305					Hepatic	False			False	False	False	False	True	Nycticryphes	Nycticryphes semicollaris	315	3.9381	0	False	True
A0A7L1I6X9	22.0	2.3715715408325195	9.390974044799805	1.1.1.201	1	1.1	1.1.1	beta-hydroxysteroid	False			False	True	True	False	False	Nycticryphes	Nycticryphes semicollaris	293	4.0408	0	True	True
A0A7L1IB01	25.0	-3.10172700881958	17.07685089111328					Glucosylceramidase	False			False	False	False	False	False	Smutsornis	Smutsornis africanus	159	4.0371	0	False	True
A0A7L1ICC5	20.0	-0.8750618100166321	-9.938791275024414					Multidrug	False			False	False	False	False	True	Smutsornis	Smutsornis africanus	1508	4.1562	0	False	True
A0A7L1IDH0	26.0	1.9726067781448364	17.18476676940918					Cholesteryl	False			False	False	False	False	False	Smutsornis	Smutsornis africanus	505	4.1274	0	False	True
A0A7L1IL04	38.0	6.076744556427002	-9.085174560546877					Multidrug	False			False	False	False	False	False	Smutsornis	Smutsornis africanus	1308	4.1294	0	False	True
A0A7L1ILU3	12.0	10.069451332092283	1.5763179063796997	3.1.1.13	3	3.1	3.1.1	Carboxylic	False			False	False	False	False	False	Smutsornis	Smutsornis africanus	556	4.1539	0	True	True
A0A7L1IQR1	54.0	13.286375045776367	15.11767864227295					Glucosylceramidase	False			False	False	False	False	False	Smutsornis	Smutsornis africanus	192	4.1637	0	False	True
A0A7L1IR80	14.0	-0.4297272861003876	2.368027925491333	1.1.1.62	1	1.1	1.1.1	keto-steroid	False			False	True	True	False	False	Smutsornis	Smutsornis africanus	332	4.137	0	True	True
A0A7L1IS66	27.0	15.118622779846191	11.147850036621094					Peroxisomal	False			False	False	False	False	False	Smutsornis	Smutsornis africanus	243	4.0944	0	False	True
A0A7L1ISV9	68.0	9.485834121704102	17.65340805053711					Glucosylceramidase	False			False	False	False	False	False	Smutsornis	Smutsornis africanus	192	4.1375	0	False	True
A0A7L1ISY6	25.0	-2.051079273223877	17.53976058959961					Glucosylceramidase	False			False	False	False	False	False	Smutsornis	Smutsornis africanus	161	4.1019	0	False	True
A0A7L1ITE7	21.0	17.217737197875977	-2.2001540660858154	1.14.14.154	1	1.14	1.14.14	hydroxycholesterol	True	CYP39	CYP39a	False	False	False	False	False	Smutsornis	Smutsornis africanus	448	4.1729	0	True	True
A0A7L1ITP4	46.0	14.106744766235352	-0.179398164153099	1.14.14.25	1	1.14	1.14.14	Cholesterol	True	CYP46	CYP46a	False	False	False	False	False	Smutsornis	Smutsornis africanus	394	4.1324	0	True	True
A0A7L1IV29	34.0	-5.8448896408081055	1.5165305137634275	2.3.1.176	2	2.3	2.3.1	Sterol	False			False	False	False	False	True	Smutsornis	Smutsornis africanus	496	4.1341	0	True	True
A0A7L1IWA0	76.0	9.64515209197998	-8.561436653137207					Bile	False			False	False	False	False	False	Smutsornis	Smutsornis africanus	1287	4.1246	0	False	True
A0A7L1IWZ6	1.0	3.76598858833313	6.111952781677246					Hedgehog	False			False	False	False	False	False	Smutsornis	Smutsornis africanus	414	4.0759	0	False	True
A0A7L1IXM5	7.0	9.789528846740724	6.963043689727783	1.1.1.201	1	1.1	1.1.1	beta-hydroxysteroid	False			False	True	True	False	False	Smutsornis	Smutsornis africanus	220	4.0638	0	True	True
A0A7L1IY32	53.0	3.115272521972656	14.933493614196776	1.1.1.201	1	1.1	1.1.1	beta-hydroxysteroid	False			False	True	True	False	False	Smutsornis	Smutsornis africanus	292	4.0517	0	True	True
A0A7L1IZ93	80.0	16.678476333618164	0.5417798757553101	1.14.14.154	1	1.14	1.14.14	Lanosterol	True	CYP51	CYP51a	False	False	False	False	False	Smutsornis	Smutsornis africanus	223	4.1633	0	True	True
A0A7L1J238	14.0	0.3978832364082336	3.9828286170959473	3.1.2.27	3	3.1	3.1.2	Acyl-coenzyme	False			False	False	False	False	False	Smutsornis	Smutsornis africanus	265	4.1781	0	True	True
A0A7L1J830	63.0	-9.895864486694336	2.7721590995788574					Solute	False			False	False	False	False	True	Smutsornis	Smutsornis africanus	529	4.1193	0	False	True
A0A7L1JA41	74.0	6.642220973968506	-0.0486621856689453					Ileal	False			False	False	False	False	True	Smutsornis	Smutsornis africanus	365	4.1044	0	False	True
A0A7L1JCW4	86.0	-1.4202215671539309	-6.618721008300781					Glucosylceramidase	False			False	False	False	False	False	Smutsornis	Smutsornis africanus	94	3.9803	0	False	True
A0A7L1JH80	54.0	14.248262405395508	14.650762557983398					Glucosylceramidase	False			False	False	False	False	False	Rynchops	Rynchops niger	186	4.0972	0	False	True
A0A7L1JI53	18.0	2.313197374343872	-6.739302158355713					Broad	False			False	False	False	False	True	Rynchops	Rynchops niger	629	4.1343	0	False	True
A0A7L1JIN5	25.0	-2.036548614501953	17.554664611816406					Glucosylceramidase	False			False	False	False	False	False	Rynchops	Rynchops niger	161	4.0967	0	False	True
A0A7L1JJA8	14.0	0.8047080039978027	4.267140865325928	3.1.2.27	3	3.1	3.1.2	Acyl-coenzyme	False			False	False	False	False	False	Rynchops	Rynchops niger	299	4.1758	0	True	True
A0A7L1JLQ3	12.0	10.075852394104004	1.574917197227478	3.1.1.13	3	3.1	3.1.1	Carboxylic	False			False	False	False	False	False	Rynchops	Rynchops niger	556	4.1518	0	True	True
A0A7L1JMM1	20.0	-0.8920459151268005	-9.975960731506348					Multidrug	False			False	False	False	False	True	Rynchops	Rynchops niger	1508	4.1533	0	False	True
A0A7L1JQ83	55.0	-0.0607856512069702	0.2535425126552582					Glucosylceramidase	False			False	False	False	False	False	Rynchops	Rynchops niger	226	4.1721	0	False	True
A0A7L1JQF4	41.0	-7.480198860168457	5.654551982879639					Glucosylceramidase	False			False	False	False	False	False	Rynchops	Rynchops niger	458	4.1828	0	False	True
A0A7L1JRZ3	38.0	6.138632297515869	-9.11229133605957					Multidrug	False			False	False	False	False	False	Rynchops	Rynchops niger	1307	4.1261	0	False	True
A0A7L1JSU5	76.0	9.633602142333984	-8.544591903686523					Bile	False			False	False	False	False	False	Rynchops	Rynchops niger	1283	4.1291	0	False	True
A0A7L1JUI0	14.0	-0.4199281930923462	2.377751350402832	1.1.1.62	1	1.1	1.1.1	keto-steroid	False			False	True	True	False	False	Rynchops	Rynchops niger	332	4.141	0	True	True
A0A7L1JX69	27.0	15.455276489257812	11.752928733825684					Peroxisomal	False			False	False	False	False	False	Rynchops	Rynchops niger	232	4.1242	0	False	True
A0A7L1K192	26.0	1.9515029191970823	17.20122718811035					Cholesteryl	False			False	False	False	False	False	Rynchops	Rynchops niger	505	4.1257	0	False	True
A0A7L1K194	80.0	16.67291259765625	0.5468489527702332	1.14.14.154	1	1.14	1.14.14	Lanosterol	True	CYP51	CYP51a	False	False	False	False	False	Rynchops	Rynchops niger	223	4.1653	0	True	True
A0A7L1K1E2	63.0	-9.89109992980957	2.7799670696258545					Solute	False			False	False	False	False	True	Rynchops	Rynchops niger	529	4.1208	0	False	True
A0A7L1K2T6	1.0	4.313778877258301	5.168535232543945					Hedgehog	False			False	False	False	False	False	Rynchops	Rynchops niger	425	4.1113	0	False	True
A0A7L1KB49	21.0	17.22941017150879	-2.2033653259277344	1.14.14.154	1	1.14	1.14.14	hydroxycholesterol	True	CYP39	CYP39a	False	False	False	False	False	Rynchops	Rynchops niger	448	4.1738	0	True	True
A0A7L1KFZ6	46.0	14.114548683166504	-0.1791191548109054	1.14.14.25	1	1.14	1.14.14	Cholesterol	True	CYP46	CYP46a	False	False	False	False	False	Rynchops	Rynchops niger	394	4.1323	0	True	True
A0A7L1KHW5	74.0	6.664441585540772	-0.0806701704859733					Ileal	False			False	False	False	False	True	Rynchops	Rynchops niger	365	4.1046	0	False	True
A0A7L1KI74	22.0	2.5649526119232178	9.151707649230955	1.1.1.201	1	1.1	1.1.1	beta-hydroxysteroid	False			False	True	True	False	False	Rynchops	Rynchops niger	263	4.052	0	True	True
A0A7L1KIA4	53.0	3.11640739440918	14.965994834899902	1.1.1.201	1	1.1	1.1.1	beta-hydroxysteroid	False			False	True	True	False	False	Rynchops	Rynchops niger	292	4.0555	0	True	True
A0A7L1KLK2	69.0	1.816979169845581	11.953930854797363	1.14.14.154	1	1.14	1.14.14	Lanosterol	True	CYP51	CYP51a	False	False	False	False	False	Himantopus	Himantopus himantopus	484	4.1646	0	True	True
A0A7L1KMJ0	1.0	4.354721546173096	5.185962677001953					Sonic	False			False	False	False	False	False	Himantopus	Himantopus himantopus	379	4.1086	0	False	True
A0A7L1KN17	15.0	13.084543228149414	8.958429336547852					Hepatic	False			False	False	False	False	True	Himantopus	Himantopus himantopus	317	3.943	0	False	True
A0A7L1KNH1	27.0	14.939319610595703	11.38046646118164					Peroxisomal	False			False	False	False	False	False	Himantopus	Himantopus himantopus	244	4.0497	0	False	True
A0A7L1KPX8	12.0	10.072192192077637	1.6007825136184692	3.1.1.13	3	3.1	3.1.1	Carboxylic	False			False	False	False	False	False	Himantopus	Himantopus himantopus	556	4.1567	0	True	True
A0A7L1KW60	26.0	1.8637622594833367	17.36128807067871					Cholesteryl	False			False	False	False	False	False	Himantopus	Himantopus himantopus	505	4.1318	0	False	True
A0A7L1L3W2	74.0	6.743976593017578	-0.1590771824121475					Ileal	False			False	False	False	False	True	Himantopus	Himantopus himantopus	365	4.1106	0	False	True
A0A7L1L8B2	81.0	18.535024642944336	4.639659404754639					Non-lysosomal	False			False	False	False	False	False	Himantopus	Himantopus himantopus	804	4.2166	0	False	True
A0A7L1LCA1	53.0	3.1405436992645264	14.967345237731934	1.1.1.201	1	1.1	1.1.1	beta-hydroxysteroid	False			False	True	True	False	False	Himantopus	Himantopus himantopus	292	4.0699	0	True	True
A0A7L1LCI2	22.0	2.490600824356079	9.236310005187988	1.1.1.201	1	1.1	1.1.1	beta-hydroxysteroid	False			False	True	True	False	False	Himantopus	Himantopus himantopus	274	4.0412	0	True	True
