accession	cluster_id	nn_identity	is_rep	backfilled
A0A6I8N2A1	127	0.4092	False	False
A0A6I9ILU5	127	0.4654	False	False
A0A6J0A0B9	127	0.4731	False	False
A0A6J0VNK9	127	0.4692	False	False
A0A6J2A564	127	0.4661	False	False
A0A6J2B6P2	127	0.4865	False	False
A0A6J2B8U6	127	0.5014	False	False
A0A6J2L5W7	127	0.4836	False	False
A0A6J3F5E1	127	0.4875	False	False
A0A6J3R1R0	127	0.4692	False	False
A0A6P3EZU2	127	0.4617	False	False
A0A6P3HR57	127	0.4654	False	False
A0A6P3RVG7	127	0.47600000000000003	False	False
A0A6P5L0J6	127	0.4885	False	False
A0A6P5QJP7	127	0.4639	False	False
A0A6P6E7U1	127	0.4857	False	False
A0A6P6HIF9	127	0.4654	False	False
A0A7E6DXB7	127	0.4497	False	False
A0A7F8RDS6	127	0.44020000000000004	False	False
A0A7J7FB30	127	0.4021	False	False
A0A7J8AJ98	127	0.4865	False	False
A0A7J8AYP5	127	0.4788	False	False
A0A7J8IH06	127	0.4235	False	False
A0A7N5JRT0	127	0.4146	False	False
A0A7N5P353	127	0.4885	False	False
A0A834QRT1	127	0.4927	False	False
A0A835ZQS1	127	0.4048	False	False
A0A8B6YE73	127	0.4673	False	False
A0A8B7AGN3	127	0.49520000000000003	False	False
A0A8B7F7A4	127	0.4722	False	False
A0A8B7TED8	127	0.4769	False	False
A0A8B7TFD1	127	0.4437	False	False
A0A8B8S584	127	0.48619999999999997	False	False
A0A8B8WPB5	127	0.4808	False	False
A0A8C0DPG8	127	0.4826	False	False
A0A8C0JU85	127	0.48460000000000003	False	False
A0A8C0XJJ2	127	0.4769	False	False
A0A8C2N8D7	127	0.4797	False	False
A0A8C2P4E0	127	0.46149999999999997	False	False
A0A8C2P5S1	127	0.43799999999999994	False	False
A0A8C2V8U4	127	0.4636	False	False
A0A8C3YEL7	127	0.4894	False	False
A0A8C4PHZ6	127	0.46270000000000006	False	False
A0A8C5K6R0	127	0.4788	False	False
A0A8C5YSU4	127	0.4971	False	False
A0A8C6F6N8	127	0.475	False	False
A0A8C6FR26	127	0.4596	False	False
A0A8C6GP25	127	0.4639	False	False
A0A8C6S0J7	127	0.4667	False	False
A0A8C6S1A1	127	0.47119999999999995	False	False
A0A8C6S1C4	127	0.4731	False	False
A0A8C8TF97	127	0.4886	False	False
A0A8C8WI35	127	0.4692	False	False
A0A8C8YZH6	127	0.4914	False	False
A0A8C9DX95	127	0.4807	False	False
A0A8C9K951	127	0.4692	False	False
A0A8C9Q239	127	0.4961	False	False
A0A8D2GK57	127	0.4894	False	False
A0A8D2H467	127	0.49329999999999996	False	False
A0A8D2JMS1	127	0.49329999999999996	False	False
A0A8I3Q5Q4	127	0.461	False	False
A0A8I3X3T0	127	0.5096	False	False
A0A8J6GNV7	127	0.4542	False	False
A0A8M9Q8E0	127	0.7168000000000001	False	False
A0A9B0WTD7	127	0.4664	False	False
A0A9J7H0T8	127	0.49770000000000003	False	False
A0A9W2UES1	127	0.4617	False	False
A0AA40HWB3	127	0.47130000000000005	False	False
A0AA41T4A9	127	0.47340000000000004	False	False
A0AAU9ZSI5	127	0.4808	False	False
A0AAW0H6R6	127	0.4536	False	False
A0AAX6R8A0	127	0.4929	False	False
C9K5T1	127	0.48460000000000003	False	False
F6R2A9	127	0.4596	False	False
F6YBH6	127	0.46759999999999996	False	False
F7HGJ9	127	0.4894	False	False
G1LR67	127	0.5055	False	False
G1PJ60	127	0.48460000000000003	False	False
G1U3L3	127	0.42950000000000005	False	False
G2HDT8	127	0.49329999999999996	False	False
G3HEH9	127	0.4722	False	False
G3QUH6	127	0.49329999999999996	False	False
G3T218	127	0.4865	False	False
G3WJQ5	127	0.4924	False	False
H0UU88	127	0.4636	False	False
H0WMH1	127	0.4914	False	False
H2NPF0	127	0.49329999999999996	False	False
I3M915	127	0.49520000000000003	False	False
M3Z0R1	127	0.48460000000000003	False	False
O46515	127	0.4558	False	False
P00189	127	0.4635	False	False
P05108	127	0.49329999999999996	False	False
P10612	127	0.475	False	False
P14137	127	0.4715	False	False
P15539	127	0.41	False	False
P19099	127	0.40759999999999996	False	False
P79153	127	0.46149999999999997	False	False
P79202	127	0.4654	False	False
Q07217	127	0.7763	False	False
Q28827	127	0.4607	False	False
Q2XV99	127	0.4818	False	False
Q66VB4	127	0.49329999999999996	False	False
Q6NV84	127	0.4677	False	False
Q7SYJ6	127	0.6385000000000001	False	False
Q80WI2	127	0.4191	False	False
Q92104	127	0.4371	False	False
Q9EPT4	127	0.475	False	False
Q9QZ82	127	0.4696	False	False
U3EDR8	127	0.4875	False	False
S7PLR1	128	0.7626999999999999	True	False
A0A2I3G3S5	128	0.7231000000000001	False	False
A0A6P3QTB8	128	0.7626999999999999	False	False
L8Y6N3	128	0.5978	False	False
A0A8X8BHE6	129	0.9020999999999999	True	False
A0A060Y2M9	129	0.6972	False	False
A0A087Y541	129	0.4496	False	False
A0A087YIG9	129	0.5257000000000001	False	False
A0A096NVU6	129	0.49570000000000003	False	False
A0A0D9RKS6	129	0.4986	False	False
A0A0D9RY18	129	0.4023	False	False
A0A0P6JN10	129	0.47979999999999995	False	False
A0A0P7UDD8	129	0.5594	False	False
A0A0U4EKU3	129	0.4582	False	False
A0A0U4GTC9	129	0.5014	False	False
A0A0U4GZ48	129	0.4986	False	False
A0A0U4H2N5	129	0.49	False	False
A0A1A6G0W4	129	0.413	False	False
A0A1A6HKM1	129	0.5126	False	False
A0A1A7WIP8	129	0.5299	False	False
A0A1A7ZM80	129	0.5073	False	False
A0A1A8D2L3	129	0.5073	False	False
A0A1A8FAV6	129	0.4985	False	False
A0A1A8I9N1	129	0.5073	False	False
A0A1A8Q705	129	0.5044	False	False
A0A1A8R571	129	0.5015	False	False
A0A1L8HH23	129	0.42229999999999995	False	False
A0A1U7Q8J0	129	0.47240000000000004	False	False
A0A1U7RWS0	129	0.5212	False	False
A0A1U7T9V4	129	0.46240000000000003	False	False
A0A1V4KF39	129	0.5196999999999999	False	False
A0A218UFK9	129	0.49420000000000003	False	False
A0A2D0PY82	129	0.5104	False	False
A0A2D0RKN4	129	0.5511	False	False
A0A2I0MNZ3	129	0.5068	False	False
A0A2I0U467	129	0.4672	False	False
A0A2I4BIT6	129	0.4839	False	False
A0A2K5F7Y2	129	0.4842	False	False
A0A2K5HEK8	129	0.4986	False	False
A0A2K5MG42	129	0.408	False	False
A0A2K5PHV6	129	0.4928	False	False
A0A2K5TN65	129	0.4052	False	False
A0A2K5V8D6	129	0.42460000000000003	False	False
A0A2K5ZZ99	129	0.4986	False	False
A0A2K6BFP2	129	0.4217	False	False
A0A2K6BFQ9	129	0.4052	False	False
A0A2K6GMP4	129	0.46840000000000004	False	False
A0A2K6KKD4	129	0.4023	False	False
A0A2R8ZLX7	129	0.4023	False	False
A0A2R9AN81	129	0.4928	False	False
A0A2U3VR34	129	0.4842	False	False
A0A2Y9DAG6	129	0.5171	False	False
A0A2Y9F1W3	129	0.51	False	False
A0A2Y9G988	129	0.4545	False	False
A0A2Y9JJB0	129	0.4876	False	False
A0A2Y9MU91	129	0.5014	False	False
A0A315VWM6	129	0.4677	False	False
A0A340WYP3	129	0.4928	False	False
A0A341AY56	129	0.4986	False	False
A0A384CUD2	129	0.47850000000000004	False	False
A0A3B3DU01	129	0.4719	False	False
A0A3B3R8U6	129	0.5014	False	False
A0A3B3SUK3	129	0.5212	False	False
A0A3B3SW63	129	0.5095000000000001	False	False
A0A3B3TVS6	129	0.5284	False	False
A0A3B3UYJ4	129	0.4778	False	False
A0A3B3W213	129	0.4514	False	False
A0A3B3X6R3	129	0.46619999999999995	False	False
A0A3B3XGU1	129	0.4775	False	False
A0A3B4APY6	129	0.537	False	False
A0A3B4CE55	129	0.5897	False	False
A0A3B4DNM9	129	0.6098	False	False
A0A3B4ESG4	129	0.5645	False	False
A0A3B4TJX4	129	0.49119999999999997	False	False
A0A3B4TNM4	129	0.5385	False	False
A0A3B4YCL9	129	0.4882	False	False
A0A3B4YPN5	129	0.5278	False	False
A0A3B5AHL5	129	0.5347	False	False
A0A3B5BNG9	129	0.5346	False	False
A0A3B5M391	129	0.4803	False	False
A0A3B5Q030	129	0.4803	False	False
A0A3G1HEI8	129	0.5549000000000001	False	False
A0A3L8SWD2	129	0.4986	False	False
A0A3M0K2X3	129	0.4082	False	False
A0A3P8NCL9	129	0.4781	False	False
A0A3P8RDN0	129	0.5727	False	False
A0A3P8RQR6	129	0.5015	False	False
A0A3P8SFQ7	129	0.5629	False	False
A0A3P8UAF0	129	0.4778	False	False
A0A3P8UI19	129	0.4769	False	False
A0A3P8YVS7	129	0.5379999999999999	False	False
A0A3P9B2M9	129	0.5645	False	False
A0A3P9B300	129	0.4706	False	False
A0A3P9B324	129	0.467	False	False
A0A3P9B3A0	129	0.4793	False	False
A0A3P9B3S3	129	0.4796	False	False
A0A3P9H7X8	129	0.475	False	False
A0A3P9P0K9	129	0.5299	False	False
A0A3P9Q5C5	129	0.4854	False	False
A0A3P9Q625	129	0.4803	False	False
A0A3Q0RP75	129	0.4372	False	False
A0A3Q0RTN3	129	0.5523	False	False
A0A3Q0RVK2	129	0.5604	False	False
A0A3Q0RZN4	129	0.552	False	False
A0A3Q1AXI4	129	0.5382	False	False
A0A3Q1AY93	129	0.4985	False	False
A0A3Q1G6B3	129	0.5257000000000001	False	False
A0A3Q1H530	129	0.48340000000000005	False	False
A0A3Q1IJJ6	129	0.4941	False	False
A0A3Q1JB90	129	0.5424	False	False
A0A3Q2DWQ1	129	0.5131	False	False
A0A3Q2FN54	129	0.4904	False	False
A0A3Q2GMD4	129	0.5312	False	False
A0A3Q2P5I0	129	0.5165	False	False
A0A3Q2WXE0	129	0.4781	False	False
A0A3Q2XIE7	129	0.5648	False	False
A0A3Q2Z648	129	0.5347999999999999	False	False
A0A3Q2ZCP2	129	0.47659999999999997	False	False
A0A3Q2ZD47	129	0.49420000000000003	False	False
A0A3Q2ZFK3	129	0.4854	False	False
A0A3Q3BE10	129	0.5501	False	False
A0A3Q3C6V8	129	0.5698	False	False
A0A3Q3KMN1	129	0.4714	False	False
A0A3Q3L8F3	129	0.5231	False	False
A0A3Q3MB54	129	0.4886	False	False
A0A3Q3RCK1	129	0.5274	False	False
A0A3Q3RL27	129	0.5178	False	False
A0A3Q3VI82	129	0.5185	False	False
A0A3Q3VJI9	129	0.5455	False	False
A0A3Q3VLK0	129	0.5276	False	False
A0A3Q4G054	129	0.5634	False	False
A0A3Q4G553	129	0.4806	False	False
A0A3Q4M3N1	129	0.49	False	False
A0A3Q7QBQ6	129	0.4842	False	False
A0A3Q7SP93	129	0.45630000000000004	False	False
A0A401NNJ8	129	0.5393	False	False
A0A437C399	129	0.4789	False	False
A0A452F9Z2	129	0.4703	False	False
A0A452FA24	129	0.4857	False	False
A0A452GTV4	129	0.5	False	False
A0A452RGA7	129	0.4814	False	False
A0A452TY62	129	0.45409999999999995	False	False
A0A484C422	129	0.5132	False	False
A0A485NBS1	129	0.5261	False	False
A0A485NET2	129	0.4986	False	False
A0A493QJC8	129	0.4885	False	False
A0A498MBS9	129	0.5434	False	False
A0A4D9EUF2	129	0.4717	False	False
A0A4V6AUQ0	129	0.4825	False	False
A0A4W2CV45	129	0.4018	False	False
A0A4W2D883	129	0.4043	False	False
A0A4W3JND5	129	0.5249	False	False
A0A4W4DYB6	129	0.54	False	False
A0A4W5M5B9	129	0.5522	False	False
A0A4W5NKC0	129	0.5892000000000001	False	False
A0A4W5NN92	129	0.555	False	False
A0A4W5RDA3	129	0.5882000000000001	False	False
A0A4W6EUM1	129	0.5	False	False
A0A4W6FVW3	129	0.5408	False	False
A0A4X1U1I6	129	0.4899	False	False
A0A4Z2BUN1	129	0.5122	False	False
A0A556V9W1	129	0.5549000000000001	False	False
A0A5A9NIA9	129	0.5096	False	False
A0A5C6P2A1	129	0.5122	False	False
A0A5J5CN29	129	0.5	False	False
A0A5J6DKS6	129	0.4576	False	False
A0A5J6DLA7	129	0.4986	False	False
A0A5J6DMH7	129	0.4803	False	False
A0A5N3UYF1	129	0.46990000000000004	False	False
A0A5N3XNL3	129	0.46990000000000004	False	False
A0A5N4E1L4	129	0.4583	False	False
A0A5N5N6P0	129	0.5869	False	False
A0A643CH53	129	0.5216	False	False
A0A663E375	129	0.4792	False	False
A0A663E396	129	0.4694	False	False
A0A665VXY8	129	0.49700000000000005	False	False
A0A667H6E8	129	0.5014	False	False
A0A667YEF2	129	0.5014	False	False
A0A667YNV1	129	0.5700999999999999	False	False
A0A667YUW5	129	0.5212	False	False
A0A668SGI5	129	0.5669	False	False
A0A668U142	129	0.49420000000000003	False	False
A0A669AWR4	129	0.485	False	False
A0A669BZX7	129	0.4877	False	False
A0A669CEN4	129	0.4714	False	False
A0A669DHM1	129	0.5	False	False
A0A669EKI1	129	0.49420000000000003	False	False
A0A669F1D6	129	0.5103	False	False
A0A670I148	129	0.4863	False	False
A0A671E574	129	0.5086999999999999	False	False
A0A671PG72	129	0.568	False	False
A0A671WEZ7	129	0.49579999999999996	False	False
A0A671WG06	129	0.5226	False	False
A0A671WHP5	129	0.4592	False	False
A0A672GBG0	129	0.4653	False	False
A0A672SBP3	129	0.5859000000000001	False	False
A0A672V9R6	129	0.5317000000000001	False	False
A0A673C5H9	129	0.5128	False	False
A0A673CX29	129	0.5227	False	False
A0A673IQP9	129	0.5754	False	False
A0A673IU63	129	0.5920000000000001	False	False
A0A673TK39	129	0.49	False	False
A0A673YB17	129	0.5428999999999999	False	False
A0A673YG02	129	0.5957	False	False
A0A674B1Z9	129	0.6361	False	False
A0A674ELP4	129	0.5666	False	False
A0A674IW56	129	0.5	False	False
A0A6A5DR42	129	0.5161	False	False
A0A6G0IE83	129	0.49420000000000003	False	False
A0A6G1AUQ1	129	0.4986	False	False
A0A6G1QFU9	129	0.46840000000000004	False	False
A0A6G1QK25	129	0.5013000000000001	False	False
A0A6I8PW47	129	0.4393	False	False
A0A6I8QWE5	129	0.40299999999999997	False	False
A0A6I9HCY2	129	0.4661	False	False
A0A6I9I9F6	129	0.5029	False	False
A0A6I9PPE1	129	0.5314	False	False
A0A6I9ZTX1	129	0.4986	False	False
A0A6J0YFN3	129	0.47840000000000005	False	False
A0A6J2BAC4	129	0.4814	False	False
A0A6J2L977	129	0.4587	False	False
A0A6J2P727	129	0.5548	False	False
A0A6J2S1B7	129	0.49579999999999996	False	False
A0A6J2V8A0	129	0.5918	False	False
A0A6J2WIJ4	129	0.6199	False	False
A0A6J3D0C1	129	0.41609999999999997	False	False
A0A6J3F8B5	129	0.4928	False	False
A0A6J3QWM6	129	0.4266	False	False
A0A6P3ESF7	129	0.4857	False	False
A0A6P3GSV8	129	0.4048	False	False
A0A6P3HQT6	129	0.4595	False	False
A0A6P5CGU0	129	0.4595	False	False
A0A6P5LPU9	129	0.5029	False	False
A0A6P6HJ00	129	0.5014	False	False
A0A6P6LX68	129	0.5562	False	False
A0A6P6RP24	129	0.5490999999999999	False	False
A0A6P7HE62	129	0.5444	False	False
A0A6P7HN60	129	0.519	False	False
A0A6P7RZB6	129	0.4558	False	False
A0A6P7YV07	129	0.4946	False	False
A0A6P8GBK7	129	0.5637	False	False
A0A6P8GPM4	129	0.6165999999999999	False	False
A0A6P8RU65	129	0.5262	False	False
A0A6P8VNP1	129	0.5085999999999999	False	False
A0A7J6AP73	129	0.5546	False	False
A0A7J7XRW8	129	0.5057	False	False
A0A7J7XSY5	129	0.5316	False	False
A0A7J8AQM3	129	0.5244	False	False
A0A7J8AR05	129	0.5418999999999999	False	False
A0A7J8B4G0	129	0.5363	False	False
A0A7J8B5K2	129	0.5217	False	False
A0A7K4KRE9	129	0.5392	False	False
A0A7K4LLR4	129	0.5323	False	False
A0A7K4V4C2	129	0.5157	False	False
A0A7K4XRP0	129	0.5189	False	False
A0A7K4ZTW6	129	0.4	False	False
A0A7K5EL17	129	0.5338	False	False
A0A7K5ILH3	129	0.5405	False	False
A0A7K5Q4H1	129	0.5273	False	False
A0A7K5QKP4	129	0.5205	False	False
A0A7K5TBZ0	129	0.5241	False	False
A0A7K6BIP5	129	0.5414	False	False
A0A7K6D4F9	129	0.53	False	False
A0A7K6GMS9	129	0.511	False	False
A0A7K6JU90	129	0.4921	False	False
A0A7K6NA04	129	0.546	False	False
A0A7K6XFQ3	129	0.5189	False	False
A0A7K6ZDH7	129	0.5438000000000001	False	False
A0A7K7AT98	129	0.5406	False	False
A0A7K7ELA6	129	0.522	False	False
A0A7K7GAF7	129	0.5255	False	False
A0A7K7ILT6	129	0.5175	False	False
A0A7K7JGX9	129	0.5252	False	False
A0A7K7Q928	129	0.5268	False	False
A0A7K7U919	129	0.5426	False	False
A0A7K7V4T9	129	0.5446	False	False
A0A7K7VSI0	129	0.5292	False	False
A0A7K7X2Q5	129	0.5094	False	False
A0A7K7Z954	129	0.5273	False	False
A0A7K8B6Z3	129	0.5355	False	False
A0A7K8I9L3	129	0.4904	False	False
A0A7K8JYX5	129	0.5633	False	False
A0A7K8KUH2	129	0.5521	False	False
A0A7K8LVQ2	129	0.5126	False	False
A0A7K8TNS4	129	0.544	False	False
A0A7K9GNV3	129	0.5209	False	False
A0A7K9KB62	129	0.5126	False	False
A0A7K9LCQ8	129	0.5434	False	False
A0A7K9QM54	129	0.5145000000000001	False	False
A0A7K9W4C1	129	0.4984	False	False
A0A7L0G8M8	129	0.5521	False	False
A0A7L0HZC5	129	0.5619	False	False
A0A7L0R3J3	129	0.5273	False	False
A0A7L0VM88	129	0.5126	False	False
A0A7L0YF89	129	0.5458	False	False
A0A7L1AEV5	129	0.5063	False	False
A0A7L1I538	129	0.5619	False	False
A0A7L1KN17	129	0.5426	False	False
A0A7L1NW76	129	0.5481	False	False
A0A7L1RQW0	129	0.5213	False	False
A0A7L1Y0Z2	129	0.5428999999999999	False	False
A0A7L2A0N2	129	0.5209	False	False
A0A7L2C3F0	129	0.5063	False	False
A0A7L2DHQ2	129	0.5323	False	False
A0A7L2EEZ2	129	0.5273	False	False
A0A7L2F3B2	129	0.5157	False	False
A0A7L2I110	129	0.5394	False	False
A0A7L2LFD7	129	0.5273	False	False
A0A7L2MCJ4	129	0.5273	False	False
A0A7L2P4R9	129	0.5177	False	False
A0A7L2Q9V9	129	0.5209	False	False
A0A7L2TVK7	129	0.5241	False	False
A0A7L3A324	129	0.511	False	False
A0A7L3D0A7	129	0.40369999999999995	False	False
A0A7L3I1Q2	129	0.5268	False	False
A0A7L3K915	129	0.5094	False	False
A0A7L3MG53	129	0.49689999999999995	False	False
A0A7L3R0R3	129	0.5031	False	False
A0A7L3UZS6	129	0.522	False	False
A0A7L3X9X7	129	0.5377000000000001	False	False
A0A7L4HXF5	129	0.5552	False	False
A0A7M4FKW7	129	0.5123	False	False
A0A7N4PV97	129	0.4119	False	False
A0A7N6FBC3	129	0.5604	False	False
A0A7N8WUE7	129	0.5352	False	False
A0A7N8XA98	129	0.5289	False	False
A0A811ZJC5	129	0.4719	False	False
A0A834ETQ4	129	0.5174	False	False
A0A834V051	129	0.4914	False	False
A0A850WCV4	129	0.5678	False	False
A0A850XZJ9	129	0.5241	False	False
A0A850YYW9	129	0.5126	False	False
A0A851ATR3	129	0.5615	False	False
A0A851IXF3	129	0.5126	False	False
A0A851LS46	129	0.5615	False	False
A0A851PDQ5	129	0.5521	False	False
A0A851QPS1	129	0.5047	False	False
A0A851RQS4	129	0.5126	False	False
A0A851ST89	129	0.5323	False	False
A0A851V1S9	129	0.4984	False	False
A0A851ZF77	129	0.5157	False	False
A0A852DKP9	129	0.5031	False	False
A0A852F008	129	0.537	False	False
A0A852JJN2	129	0.5236999999999999	False	False
A0A8B6YKZ6	129	0.5029	False	False
A0A8B6ZXU4	129	0.5158	False	False
A0A8B7HHC5	129	0.4925	False	False
A0A8B7R707	129	0.5394	False	False
A0A8B7UKU9	129	0.4715	False	False
A0A8B9CE92	129	0.4592	False	False
A0A8B9DYR3	129	0.45659999999999995	False	False
A0A8B9GWM5	129	0.5752	False	False
A0A8B9HHP3	129	0.564	False	False
A0A8B9MJ61	129	0.4868	False	False
A0A8B9P4W5	129	0.5449	False	False
A0A8B9R2Z1	129	0.47340000000000004	False	False
A0A8B9VYD2	129	0.4508	False	False
A0A8B9WL20	129	0.40299999999999997	False	False
A0A8B9WUT2	129	0.4622	False	False
A0A8C0BE21	129	0.46880000000000005	False	False
A0A8C0EDM5	129	0.4	False	False
A0A8C0HTV8	129	0.5129	False	False
A0A8C0JXA6	129	0.4643	False	False
A0A8C0QHV7	129	0.5145000000000001	False	False
A0A8C0UGW3	129	0.483	False	False
A0A8C0ULU5	129	0.5	False	False
A0A8C0ZU01	129	0.4808	False	False
A0A8C1CEQ0	129	0.5648	False	False
A0A8C1KMK8	129	0.5559000000000001	False	False
A0A8C1NMA1	129	0.5285	False	False
A0A8C1UWS0	129	0.5519	False	False
A0A8C1V6H0	129	0.562	False	False
A0A8C2K7V6	129	0.5285	False	False
A0A8C2MJY8	129	0.4696	False	False
A0A8C2Q9P6	129	0.5533	False	False
A0A8C2RHB3	129	0.473	False	False
A0A8C2RIC8	129	0.4617	False	False
A0A8C2UYI5	129	0.46240000000000003	False	False
A0A8C2ZKP6	129	0.4907	False	False
A0A8C3CYV1	129	0.4668	False	False
A0A8C3IA92	129	0.5097	False	False
A0A8C3JLI5	129	0.48310000000000003	False	False
A0A8C3MY19	129	0.5193	False	False
A0A8C3QVI2	129	0.4971	False	False
A0A8C3RMK9	129	0.5111	False	False
A0A8C3VIP1	129	0.4744	False	False
A0A8C3WK11	129	0.5057	False	False
A0A8C4HJ67	129	0.5442	False	False
A0A8C4J0U0	129	0.479	False	False
A0A8C4MM25	129	0.49	False	False
A0A8C4P2G5	129	0.514	False	False
A0A8C4SK43	129	0.9020999999999999	False	False
A0A8C4SMP2	129	0.8019	False	False
A0A8C4YCF3	129	0.5207	False	False
A0A8C5AX24	129	0.5731	False	False
A0A8C5HHM9	129	0.4865	False	False
A0A8C5I1X3	129	0.5043	False	False
A0A8C5IHU2	129	0.4755	False	False
A0A8C5K700	129	0.5047	False	False
A0A8C5LKR0	129	0.40240000000000004	False	False
A0A8C5LT46	129	0.43310000000000004	False	False
A0A8C5NJS4	129	0.5143	False	False
A0A8C5TYU5	129	0.48450000000000004	False	False
A0A8C5YM92	129	0.48560000000000003	False	False
A0A8C6E3C7	129	0.4857	False	False
A0A8C6HEE6	129	0.4586	False	False
A0A8C6LUW3	129	0.4743	False	False
A0A8C6LWB1	129	0.5395	False	False
A0A8C6P867	129	0.4918	False	False
A0A8C6QB41	129	0.4681	False	False
A0A8C6U312	129	0.4879	False	False
A0A8C6ZH71	129	0.5379999999999999	False	False
A0A8C7EP12	129	0.4886	False	False
A0A8C7GAM0	129	0.5851	False	False
A0A8C7GDN8	129	0.6364	False	False
A0A8C7IG23	129	0.58	False	False
A0A8C7Q455	129	0.546	False	False
A0A8C7Q7P6	129	0.5672	False	False
A0A8C7Q9Y7	129	0.6333	False	False
A0A8C7XUC4	129	0.4694	False	False
A0A8C8CX49	129	0.6364	False	False
A0A8C8IQD2	129	0.5497	False	False
A0A8C8R7Q5	129	0.5216	False	False
A0A8C8U5V3	129	0.48469999999999996	False	False
A0A8C8XTJ8	129	0.4928	False	False
A0A8C9BTJ3	129	0.5014	False	False
A0A8C9KM77	129	0.5014	False	False
A0A8C9PS54	129	0.48340000000000005	False	False
A0A8C9RZQ7	129	0.5594	False	False
A0A8C9UFQ6	129	0.4777	False	False
A0A8C9UNN9	129	0.4023	False	False
A0A8C9XGM2	129	0.5303	False	False
A0A8D0D6G0	129	0.5073	False	False
A0A8D0L274	129	0.5209	False	False
A0A8D0R4U0	129	0.4914	False	False
A0A8D1WUC8	129	0.4943	False	False
A0A8D2AUW5	129	0.4052	False	False
A0A8D2CTB6	129	0.47850000000000004	False	False
A0A8D2HMA8	129	0.5123	False	False
A0A8D2HSC4	129	0.4828	False	False
A0A8D2K503	129	0.4928	False	False
A0A8D2MHF9	129	0.4623	False	False
A0A8D2ZXT2	129	0.45039999999999997	False	False
A0A8D3C485	129	0.4293	False	False
A0A8J4IQR4	129	0.5521	False	False
A0A8J6A412	129	0.5192	False	False
A0A8J6FT52	129	0.40509999999999996	False	False
A0A8J6H354	129	0.4289	False	False
A0A8K1LM29	129	0.4008	False	False
A0A8M1HAI7	129	0.5028	False	False
A0A8N5F4J4	129	0.5211	False	False
A0A8P4GCP5	129	0.4928	False	False
A0A8S4ACF2	129	0.4694	False	False
A0A8S4B1K0	129	0.5135000000000001	False	False
A0A8T0BF71	129	0.5718	False	False
A0A8T2LA28	129	0.5652	False	False
A0A8T2MMK8	129	0.5205	False	False
A0A8T2NJA9	129	0.5177	False	False
A0A8T3DI05	129	0.546	False	False
A0A8U0TQN1	129	0.5636	False	False
A0A8U1EMV8	129	0.5623	False	False
A0A8U1GV62	129	0.6017	False	False
A0A8V5KH54	129	0.5015999999999999	False	False
A0A974H8D2	129	0.44170000000000004	False	False
A0A9B0WPX1	129	0.5103	False	False
A0A9D3MZL3	129	0.5284	False	False
A0A9D3PTS3	129	0.5755	False	False
A0A9D3RXI1	129	0.5432	False	False
A0A9D3SL77	129	0.5867	False	False
A0A9D3X1L0	129	0.4972	False	False
A0A9J7JYK6	129	0.511	False	False
A0A9N7VKL0	129	0.5331	False	False
A0A9Q0EX16	129	0.574	False	False
A0A9Q1E3F1	129	0.5496	False	False
A0A9Q1FDM1	129	0.4925	False	False
A0A9Q1FDN2	129	0.45659999999999995	False	False
A0A9Q1IJ77	129	0.5571	False	False
A0A9Q9XHU1	129	0.5562	False	False
A0A9W7TPB0	129	0.5268999999999999	False	False
A0A9Y3RLJ2	129	0.5268	False	False
A0A9Y3VBZ1	129	0.5968	False	False
A0A9Y4JYL4	129	0.5199	False	False
A0AA40HXU2	129	0.5085999999999999	False	False
A0AA41NHZ8	129	0.47850000000000004	False	False
A0AA47MIS1	129	0.5299	False	False
A0AA47P694	129	0.45130000000000003	False	False
A0AA88MU42	129	0.5686	False	False
A0AA88NBD9	129	0.5296	False	False
A0AA88NRY0	129	0.5134000000000001	False	False
A0AA97IUQ0	129	0.525	False	False
A0AA97MA92	129	0.5363	False	False
A0AAD3MVR6	129	0.5146000000000001	False	False
A0AAD3QYQ3	129	0.5063	False	False
A0AAD4YBR1	129	0.473	False	False
A0AAD5A7D6	129	0.6401	False	False
A0AAD6FL54	129	0.5286	False	False
A0AAD7RDZ4	129	0.5142	False	False
A0AAD7WJL3	129	0.5356000000000001	False	False
A0AAD8D0Z1	129	0.6143	False	False
A0AAE0QBA8	129	0.5073	False	False
A0AAE0R0C6	129	0.5552	False	False
A0AAJ7X2P2	129	0.4853	False	False
A0AAJ8B797	129	0.532	False	False
A0AAN7NSS9	129	0.5286	False	False
A0AAN8AIF3	129	0.5029	False	False
A0AAN8GNV9	129	0.5086999999999999	False	False
A0AAN8GQI5	129	0.5143	False	False
A0AAN8GRC9	129	0.5143	False	False
A0AAN8HIL4	129	0.5029	False	False
A0AAN8HLS8	129	0.5171	False	False
A0AAN8QGY4	129	0.635	False	False
A0AAN9CTT4	129	0.5496	False	False
A0AAU9ZQS8	129	0.4738	False	False
A0AAU9ZUQ6	129	0.5142	False	False
A0AAV1GKY7	129	0.5268999999999999	False	False
A0AAV1GWZ8	129	0.5072	False	False
A0AAV1NDM5	129	0.5029	False	False
A0AAV1NXB8	129	0.5223	False	False
A0AAV2JIC7	129	0.46880000000000005	False	False
A0AAV2KC64	129	0.4985	False	False
A0AAV6FUH1	129	0.5634	False	False
A0AAV6GUJ9	129	0.5281	False	False
A0AAV6S0J1	129	0.469	False	False
A0AAV7NLU4	129	0.40869999999999995	False	False
A0AAV9QX46	129	0.5481	False	False
